ID,seed_noun,source,translation,model,to_keep,prompt,response
186,advocates,"This choice was, at the time, scarcely contentious even among advocates of capitalism.","Diese Wahl war zu der Zeit kaum umstritten, selbst unter Befürwortern des Kapitalismus.",gpt-3,0,N/A,N/A
187,laypeople,,,,0,N/A,N/A
188,commentators,"Finally, the Council does not share the pessimistic views formulated by certain commentators as regards the Cancún conference.","Schließlich teilt der Rat nicht die pessimistischen Ansichten, die von bestimmten Kommentatoren in Bezug auf die Konferenz in Cancún formuliert wurden.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""commentators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Schließlich teilt der Rat nicht die pessimistischen Ansichten, die von bestimmten Kommentatoren in Bezug auf die Konferenz in Cancún formuliert wurden.""
","The translation for the English word ""commentators"" in the sentence is ""Kommentatoren"". It displays the Masculine gender."
189,commentators,"Given the extreme volatility of this region and given the very real concerns of many commentators that we will see an increased incidence of conflict, of so-called ""water wars"", in the coming decades, what is the Commission's view about the potential destabilisation, both in Turkey and in the wider region, that will be caused by this dam?","Angesichts der extremen Volatilität dieser Region und angesichts der sehr realen Bedenken vieler Kommentatoren, dass wir in den kommenden Jahrzehnten eine erhöhte Konflikthäufigkeit, sogenannte ""Wasserkriege"", sehen werden, wie sieht die Einschätzung der Kommission zur potenziellen Destabilisierung sowohl in der Türkei als auch in der weiteren Region aus, die durch diese Staumauer verursacht wird?",gpt-3,1,"
In the following sentence, is the a translation for the English word ""commentators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Angesichts der extremen Volatilität dieser Region und angesichts der sehr realen Bedenken vieler Kommentatoren, dass wir in den kommenden Jahrzehnten eine erhöhte Konflikthäufigkeit, sogenannte ""Wasserkriege"", sehen werden, wie sieht die Einschätzung der Kommission zur potenziellen Destabilisierung sowohl in der Türkei als auch in der weiteren Region aus, die durch diese Staumauer verursacht wird?""
",Masculine
190,commentators,"Meanwhile, international commentators are criticising our uncoordinated action.",Inzwischen kritisieren internationale Kommentatoren unsere unkoordinierten Maßnahmen.,gpt-3,1,"
In the following sentence, is the a translation for the English word ""commentators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Inzwischen kritisieren internationale Kommentatoren unsere unkoordinierten Maßnahmen.""
","The translation for the English word ""commentators"" in the given sentence is ""Kommentatoren."" It displays the grammatical gender Masculine."
191,commentators,"These are serious shortcomings. As for the lack of action following the election violence in Spain, described as a pogrom by commentators, this is not worthy of Europe.","""Dies sind gravierende Mängel. Was die fehlende Reaktion auf die Wahlgewalt in Spanien betrifft, die von Kommentatoren als Pogrom bezeichnet wurde, ist dies unwürdig für Europa.""",gpt-3,0,N/A,N/A
192,commentators,"The issue of fisheries is so contentious that, in the view of some reliable international commentators, it may become a source of international conflict, as illustrated by the dispute between Canada and Spain.","Die Frage der Fischerei ist so umstritten, dass sie nach Ansicht einiger zuverlässiger internationaler Kommentatoren eine Quelle für internationale Konflikte werden könnte, wie im Streit zwischen Kanada und Spanien deutlich wurde.",gpt-3,0,N/A,N/A
193,intermediaries,"Today, the regulated markets are no longer infrastructure-type organisations; they have become commercial companies, while numerous large, highly computerised stock exchange companies have metamorphosed from intermediaries on the market into internal share markets.","Heutzutage sind die regulierten Märkte keine Infrastruktur-Organisationen mehr; sie sind zu gewerblichen Unternehmen geworden, während zahlreiche große, hochcomputerisierte Börsenunternehmen sich von Vermittlern auf dem Markt in interne Aktienmärkte verwandelt haben.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""intermediaries""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Heutzutage sind die regulierten Märkte keine Infrastruktur-Organisationen mehr; sie sind zu gewerblichen Unternehmen geworden, während zahlreiche große, hochcomputerisierte Börsenunternehmen sich von Vermittlern auf dem Markt in interne Aktienmärkte verwandelt haben.""
","The sentence does not include a translation for the English word ""intermediaries""."
194,intermediaries,"I believe that the EIB must enhance transparency in its lending through financial intermediaries and report annually on its lending to SMEs, including an evaluation of the accessibility and effectiveness of this and lists of loan beneficiaries.","Ich bin der Meinung, dass die EIB die Transparenz in ihrer Kreditvergabe über Finanzintermediäre verbessern und jährlich über ihre Kredite an KMUs berichten sollte, einschließlich einer Bewertung der Zugänglichkeit und Effektivität sowie einer Auflistung der Kreditnehmer.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""intermediaries""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Ich bin der Meinung, dass die EIB die Transparenz in ihrer Kreditvergabe über Finanzintermediäre verbessern und jährlich über ihre Kredite an KMUs berichten sollte, einschließlich einer Bewertung der Zugänglichkeit und Effektivität sowie einer Auflistung der Kreditnehmer.""
","The German translation for the English word ""intermediaries"" in the given sentence is ""Finanzintermediäre."" It displays the grammatical gender of Masculine."
195,intermediaries,The data protection authorities in the Member States can act as important intermediaries in this respect. Only an all-embracing approach will be successful.,Die Datenschutzbehörden in den Mitgliedstaaten können in dieser Hinsicht als wichtige Vermittler fungieren. Nur ein umfassender Ansatz wird erfolgreich sein.,gpt-3,1,"
In the following sentence, is the a translation for the English word ""intermediaries""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Die Datenschutzbehörden in den Mitgliedstaaten können in dieser Hinsicht als wichtige Vermittler fungieren. Nur ein umfassender Ansatz wird erfolgreich sein.""
",Masculine
196,intermediaries,They are also aimed at amending Directive 95/69/EEC on the approval and registration of certain establishments and intermediaries operating in the animal feed sector.,"Sie zielen auch darauf ab, die Richtlinie 95/69/EG über die Genehmigung und Registrierung bestimmter Betriebe und Vermittler im Bereich der Tierfutterindustrie zu ändern.",gpt-3,0,N/A,N/A
197,intermediaries,"I welcome the fact that banks acting as intermediaries are contractually obliged to lend to SMEs at least twice the amount of their loan from the EIB, to ensure that the benefits derived from EIB funding are passed on to SMEs.","Ich begrüße es, dass Banken als Vermittler vertraglich dazu verpflichtet sind, KMUs mindestens das Zweifache ihres Kredits von der EIB auszuleihen, um sicherzustellen, dass die Vorteile der EIB-Finanzierung an KMUs weitergegeben werden.",gpt-3,0,N/A,N/A
198,investigators,"Additional measures are hence required, such as the obligation on the part of criminal investigators to give evidence in every criminal case in which their material is used.","""Zusätzliche Maßnahmen sind daher erforderlich, wie die Verpflichtung seitens der Kriminalbeamten, in jedem kriminellen Fall, in dem ihr Material verwendet wird, Beweise vorzulegen.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""investigators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Zusätzliche Maßnahmen sind daher erforderlich, wie die Verpflichtung seitens der Kriminalbeamten, in jedem kriminellen Fall, in dem ihr Material verwendet wird, Beweise vorzulegen.""""
",None
199,investigators,"Ammonium nitrate is a stable product, and the investigators make the point that this type of product cannot explode unless it comes into contact with intense heat, as proven by the very serious precedents in Silesia in 1921, in Texas in 1947, in Brest, in France, in 1947.","Ammoniumnitrat ist ein stabiles Produkt, und die Ermittler machen klar, dass diese Art von Produkt nicht explodieren kann, es sei denn, es kommt in Kontakt mit intensiver Hitze, wie es durch die sehr schwerwiegenden Vorfälle in Schlesien 1921, in Texas 1947 und in Brest, Frankreich, 1947 bewiesen wurde.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""investigators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Ammoniumnitrat ist ein stabiles Produkt, und die Ermittler machen klar, dass diese Art von Produkt nicht explodieren kann, es sei denn, es kommt in Kontakt mit intensiver Hitze, wie es durch die sehr schwerwiegenden Vorfälle in Schlesien 1921, in Texas 1947 und in Brest, Frankreich, 1947 bewiesen wurde.""
",None
200,investigators,"Regarding procedural rights, the new OLAF manual adopted in December 2009, which has been transmitted to Parliament, already provides comprehensive guidance for OLAF investigators.","In Bezug auf Verfahrensrechte bietet das im Dezember 2009 verabschiedete neue OLAF-Handbuch, das dem Parlament übermittelt wurde, bereits umfassende Anleitung für OLAF-Ermittler.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""investigators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""In Bezug auf Verfahrensrechte bietet das im Dezember 2009 verabschiedete neue OLAF-Handbuch, das dem Parlament übermittelt wurde, bereits umfassende Anleitung für OLAF-Ermittler.""
",Masculine
201,investigators,"Today, thanks to three years of unremitting work, but also thanks to the tenacity of the President of the Tribunal, the public prosecutor, the judges and the investigators, Parliament is in a position to support the request for the arrest of the two main people responsible for organizing the ethnic cleansing policy and, in particular, for the tragedies of Srebrenica and Zepa.","Heute ist das Parlament dank drei Jahren unermüdlicher Arbeit und der Beharrlichkeit des Gerichtspräsidenten, des Staatsanwalts, der Richter und der Ermittler in der Lage, die Forderung nach der Verhaftung der beiden Hauptverantwortlichen für die Organisation der ethnischen Säuberungspolitik und insbesondere für die Tragödien in Srebrenica und Zepa zu unterstützen.",gpt-3,0,N/A,N/A
202,investigators,"I would also mention the very recent judgment No 33400 of 15 July 2003, which lays down that searches carried out in workplaces to find journalists’ sources constitute a serious violation of freedom of expression; again, the investigators’ aim of identifying the people responsible for information leaks from the law courts is not sufficient to justify the use of such methods.","Ich würde auch das sehr aktuelle Urteil Nr. 33400 vom 15. Juli 2003 erwähnen, welches festlegt, dass Suchmaßnahmen am Arbeitsplatz zur Auffindung von Journalistenquellen eine schwerwiegende Verletzung der Meinungsfreiheit darstellen; erneut ist das Ziel der Ermittler, die Verantwortlichen für Informationslecks aus Gerichtssälen zu identifizieren, nicht ausreichend, um den Einsatz solcher Methoden zu rechtfertigen.",gpt-3,0,N/A,N/A
203,operators,"Such measures are expected by operators who have suffered as a result of an emotional reaction on the part of consumers, and I commend the Commission on acting swiftly.","Solche Maßnahmen werden von Betreibern erwartet, die unter den emotionalen Reaktionen der Verbraucher gelitten haben, und ich begrüße die Kommission für ihr schnelles Handeln.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""operators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Solche Maßnahmen werden von Betreibern erwartet, die unter den emotionalen Reaktionen der Verbraucher gelitten haben, und ich begrüße die Kommission für ihr schnelles Handeln.""
",None
204,operators,It is easier to establish connections between national systems.4.The use of private operators will deprive the people of their constitutional protection for telephone privacy which is a central civil and democratic right.- on the Argyros report (A4-0213/97),"Es ist einfacher, Verbindungen zwischen nationalen Systemen herzustellen. Die Verwendung privater Betreiber beraubt die Menschen ihres verfassungsmäßigen Schutzes der Telefonprivatsphäre, was ein zentrales ziviles und demokratisches Recht ist. - im Argyros-Bericht (A4-0213/97)",gpt-3,1,"
In the following sentence, is the a translation for the English word ""operators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Es ist einfacher, Verbindungen zwischen nationalen Systemen herzustellen. Die Verwendung privater Betreiber beraubt die Menschen ihres verfassungsmäßigen Schutzes der Telefonprivatsphäre, was ein zentrales ziviles und demokratisches Recht ist. - im Argyros-Bericht (A4-0213/97)""
","In the sentence provided, there is a translation for the English word ""operators,"" which is ""Betreiber"" in German. The word ""Betreiber"" displays the masculine grammatical gender."
205,operators,"The reform goes against the social cohesion policy laid down until the year 2006, preventing economic operators from continuing with the activities they had planned in Objective 1 regions. They are not asking you for more money, Mr Fischler, but rather to carry on fishing.","Die Reform widerspricht der bis zum Jahr 2006 festgelegten Politik des sozialen Zusammenhalts und verhindert, dass Wirtschaftsbeteiligte ihre geplanten Aktivitäten in den Ziel-1-Regionen fortsetzen können. Herr Fischler, sie bitten nicht um mehr Geld, sondern darum, weiterhin zu fischen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""operators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Die Reform widerspricht der bis zum Jahr 2006 festgelegten Politik des sozialen Zusammenhalts und verhindert, dass Wirtschaftsbeteiligte ihre geplanten Aktivitäten in den Ziel-1-Regionen fortsetzen können. Herr Fischler, sie bitten nicht um mehr Geld, sondern darum, weiterhin zu fischen.""
",None
206,operators,"Secondly, conditions are laid down which should give rise to ramp checks and ultimately to groundings. Thirdly, collective Community action is envisaged, ranging from the definition of content and procedures for ramp inspections to imposing bans on specific operators.","Zweitens werden Bedingungen festgelegt, die zu Rampenkontrollen und letztendlich zu Flugverboten führen sollen. Drittens ist eine kollektive Gemeinschaftsmaßnahme vorgesehen, die von der Definition von Inhalten und Verfahren für Rampeninspektionen bis zur Verhängung von Verboten für bestimmte Betreiber reicht.",gpt-3,0,N/A,N/A
207,operators,"If it were to be deleted, postal service operators for instance could be obliged to breach mail secrecy.","""Wenn es gelöscht werden würde, könnten beispielsweise Postdienstleister verpflichtet sein, das Briefgeheimnis zu verletzen.""",gpt-3,0,N/A,N/A
208,hosts,"Finally, it is imperative to include the site 'hosts' so that the effect of the actions undertaken in this area can be increased, while ensuring that the main feature of the world wide web, namely freedom, is maintained.","Schließlich ist es unerlässlich, die Website ""Hosts"" einzubeziehen, damit die Wirkung der in diesem Bereich durchgeführten Maßnahmen erhöht werden kann, während gleichzeitig sichergestellt wird, dass das Hauptmerkmal des World Wide Web, nämlich die Freiheit, erhalten bleibt.",gpt-3,0,N/A,N/A
209,hosts,"As is stated in paragraph 35 of the motion for a resolution, which makes reference to the WTO’s code of ethics, we have to protect our hosts, and that means that tourists must treat their hosts as such, with respect, rather than behaving in such a way as to wreck structures that have evolved over time.","Wie im Absatz 35 des Entschließungsantrags festgehalten wird, der sich auf den Verhaltenskodex der WTO bezieht, müssen wir unsere Gastgeber schützen, und das bedeutet, dass Touristen ihre Gastgeber respektvoll behandeln müssen, anstatt Verhaltensweisen an den Tag zu legen, die über die Zeit gewachsene Strukturen zerstören.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""hosts""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Wie im Absatz 35 des Entschließungsantrags festgehalten wird, der sich auf den Verhaltenskodex der WTO bezieht, müssen wir unsere Gastgeber schützen, und das bedeutet, dass Touristen ihre Gastgeber respektvoll behandeln müssen, anstatt Verhaltensweisen an den Tag zu legen, die über die Zeit gewachsene Strukturen zerstören.""
",Feminine
210,hosts,"I feel that if we are to have an impact on these financial markets, Europe must be able to draw some very clear lines, not change direction every other day, and not bubble with hosts of ideas which are never, subsequently, put into practice.","Ich habe das Gefühl, dass Europa klare Linien ziehen können muss, um einen Einfluss auf diese Finanzmärkte zu haben, nicht jede zweite Woche die Richtung ändern und nicht mit einer Vielzahl von Ideen blubbern, die anschließend nie umgesetzt werden.",gpt-3,0,N/A,N/A
211,hosts,"He stressed that he hoped to talk to his Chinese hosts about the question of human rights, and in particular asked for explanations about the case of prisoners of conscience and signing a political declaration including this vital aspect of France's relations with China.","Er betonte, dass er hoffe, mit seinen chinesischen Gastgebern über die Frage der Menschenrechte zu sprechen und insbesondere Erklärungen zum Fall der Gewissensgefangenen sowie zur Unterzeichnung einer politischen Erklärung, die diesen wichtigen Aspekt der Beziehung Frankreichs zu China beinhaltet, verlangte.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""hosts""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Er betonte, dass er hoffe, mit seinen chinesischen Gastgebern über die Frage der Menschenrechte zu sprechen und insbesondere Erklärungen zum Fall der Gewissensgefangenen sowie zur Unterzeichnung einer politischen Erklärung, die diesen wichtigen Aspekt der Beziehung Frankreichs zu China beinhaltet, verlangte.""
","The translation for the English word ""hosts"" in the sentence is ""Gastgebern."" It displays the grammatical gender of Masculine."
212,hosts,"The shorter and more sensible this period is, the better the outcome will be for both sides: for the immigrants and for the hosts.","Je kürzer und vernünftiger diese Periode ist, desto besser wird das Ergebnis für beide Seiten sein: für die Immigranten und für die Gastgeber.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""hosts""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Je kürzer und vernünftiger diese Periode ist, desto besser wird das Ergebnis für beide Seiten sein: für die Immigranten und für die Gastgeber.""
","The translation for the English word ""hosts"" in the given sentence is ""Gastgeber"". It displays the grammatical gender Masculine."
213,participants,"It is not only international protest which is now needed in Eritrea, but dialogue with civil society within the country itself, as the only way in which a peaceful coexistence can and will be re-established in the country is by sitting all the participants down at one table and endeavouring to reopen the channels of dialogue.","Es ist nicht nur internationaler Protest erforderlich in Eritrea, sondern auch der Dialog mit der Zivilgesellschaft im Land selbst, da die einzige Möglichkeit einer friedlichen Koexistenz darin besteht, dass alle Teilnehmer an einen Tisch gesetzt werden und versuchen, die Dialogkanäle wieder zu öffnen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""participants""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Es ist nicht nur internationaler Protest erforderlich in Eritrea, sondern auch der Dialog mit der Zivilgesellschaft im Land selbst, da die einzige Möglichkeit einer friedlichen Koexistenz darin besteht, dass alle Teilnehmer an einen Tisch gesetzt werden und versuchen, die Dialogkanäle wieder zu öffnen.""
",Masculine
214,participants,"The fact is that concerns and questions remain, especially with regard to the participation of SMEs, where the access costs for participants and access to the risk-sharing finance facility still pose problems, with regard to coherence and the absence of confusion with other Community policies, with regard to the dissemination of knowledge, where quality and respect for intellectual property are issues, and with regard to the role of Member States in the governance of the programme.","Die Tatsache ist, dass Bedenken und Fragen bestehen bleiben, insbesondere in Bezug auf die Beteiligung von KMU, wo die Zugangskosten für Teilnehmer und der Zugang zur Risikoteilung bei der Finanzierung immer noch Probleme darstellen, in Bezug auf Kohärenz und die Abwesenheit von Verwirrung mit anderen Gemeinschaftspolitiken, in Bezug auf die Verbreitung von Wissen, wo Qualität und Respekt für geistiges Eigentum Fragestellungen sind, und in Bezug auf die Rolle der Mitgliedstaaten bei der Programmleitung.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""participants""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Die Tatsache ist, dass Bedenken und Fragen bestehen bleiben, insbesondere in Bezug auf die Beteiligung von KMU, wo die Zugangskosten für Teilnehmer und der Zugang zur Risikoteilung bei der Finanzierung immer noch Probleme darstellen, in Bezug auf Kohärenz und die Abwesenheit von Verwirrung mit anderen Gemeinschaftspolitiken, in Bezug auf die Verbreitung von Wissen, wo Qualität und Respekt für geistiges Eigentum Fragestellungen sind, und in Bezug auf die Rolle der Mitgliedstaaten bei der Programmleitung.""
",Feminine
215,participants,"Thirdly, the G20 summit participants made a commitment to provide USD 1.1 trillion through the IMF and multilateral development banks to help restore credit flows, economic growth and employment in the world economy.","Drittens haben die Teilnehmer des G20-Gipfels zugesagt, über den IWF und multilaterale Entwicklungsbanken 1,1 Billionen US-Dollar bereitzustellen, um Kreditflüsse, wirtschaftliches Wachstum und Beschäftigung in der Weltwirtschaft wiederherzustellen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""participants""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Drittens haben die Teilnehmer des G20-Gipfels zugesagt, über den IWF und multilaterale Entwicklungsbanken 1,1 Billionen US-Dollar bereitzustellen, um Kreditflüsse, wirtschaftliches Wachstum und Beschäftigung in der Weltwirtschaft wiederherzustellen.""
",Masculine
216,participants,"Consequently, Parliament's main concern about the Valencia meeting at present should be that it takes place, not the outcome of the vote. It is important to ensure all the participants attend and that proceedings are brought to a successful conclusion.","Folglich sollte das Hauptanliegen des Parlaments in Bezug auf das Treffen in Valencia derzeit sein, dass es stattfindet, nicht das Ergebnis der Abstimmung. Es ist wichtig sicherzustellen, dass alle Teilnehmer anwesend sind und dass die Veranstaltung zu einem erfolgreichen Abschluss gebracht wird.",gpt-3,0,N/A,N/A
217,participants,"By accepting the conclusions of scientists on the IPCC, all the participants recognised at the political level that climate change exists, that its origins are anthropogenic and that we need to act by 2020 to avoid irreparable damage to the Earth's climate.","Indem sie die Schlussfolgerungen der Wissenschaftler des IPCC akzeptierten, erkannten alle Teilnehmer auf politischer Ebene an, dass der Klimawandel existiert, dass seine Ursprünge anthropogen sind und dass wir bis 2020 handeln müssen, um irreparable Schäden am Klima der Erde zu vermeiden.",gpt-3,0,N/A,N/A
218,consumer advisors,,,,0,N/A,N/A
219,lawyers,A group of lawyers has been briefed and will have 10 days to table its proposed amendments.,"Eine Gruppe von Anwälten wurde informiert und wird 10 Tage Zeit haben, um ihre vorgeschlagenen Änderungen vorzulegen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""lawyers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Eine Gruppe von Anwälten wurde informiert und wird 10 Tage Zeit haben, um ihre vorgeschlagenen Änderungen vorzulegen.""
",Feminine
220,lawyers,"We all know that lawyers make a bomb, but not a nuclear bomb!","Wir wissen alle, dass Anwälte eine Bombe bauen können, aber keine Atom­bombe!",gpt-3,1,"
In the following sentence, is the a translation for the English word ""lawyers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Wir wissen alle, dass Anwälte eine Bombe bauen können, aber keine Atom­bombe!""
","The translation for the English word ""lawyers"" in the sentence is ""Anwälte"". It displays the grammatical gender Masculine."
221,lawyers,Two hundred lawyers gathered in support of the defence.,"""Zweihundert Anwälte versammelten sich zur Unterstützung der Verteidigung.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""lawyers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Zweihundert Anwälte versammelten sich zur Unterstützung der Verteidigung.""""
",Masculine
222,lawyers,"The Commission’s proposal bears the stamp of the incestuous culture of patent office managers, big companies’ patent lawyers and the Commission’s patent managers.","Der Vorschlag der Kommission trägt das Gepräge der inzestuösen Kultur von Patentamtmanagern, Patentanwälten großer Unternehmen und der Patentmanager der Kommission.",gpt-3,0,N/A,N/A
223,lawyers,"The endeavour to analyse and review the Community’s legislative framework is a proposal that should be promoted with the aim of simplifying the regulatory environment, a vital prerequisite for greater legal certainty for both the citizens and lawyers.","Der Versuch, den rechtlichen Rahmen der Gemeinschaft zu analysieren und zu überprüfen, ist ein Vorschlag, der mit dem Ziel der Vereinfachung des Regelungsumfelds gefördert werden sollte, eine wichtige Voraussetzung für eine größere Rechtssicherheit sowohl für Bürger als auch für Juristen.",gpt-3,0,N/A,N/A
224,invoice recipients,,,,0,N/A,N/A
225,background actors,,,,0,N/A,N/A
226,speculators,This would be a recipe for international speculators to come in and play one currency off against another.,"Das wäre ein Rezept für internationale Spekulanten, um zu kommen und eine Währung gegen eine andere auszuspielen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""speculators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Das wäre ein Rezept für internationale Spekulanten, um zu kommen und eine Währung gegen eine andere auszuspielen.""
","The translation for ""speculators"" in the given sentence is ""Spekulanten"". The grammatical gender displayed is masculine."
227,speculators,Those international speculators who profited massively from the deregulation of the financial markets must pay.,"""Diese internationalen Spekulanten, die massiv von der Deregulierung der Finanzmärkte profitiert haben, müssen zahlen.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""speculators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Diese internationalen Spekulanten, die massiv von der Deregulierung der Finanzmärkte profitiert haben, müssen zahlen.""""
",Masculine
228,speculators,"Speculators, whom we must appease as if they were demigods and to whom we must make offerings so that we can beg them for mercy.","""Spekulanten, denen wir huldigen müssen, als wären sie Halbgötter, und denen wir Opfergaben bringen müssen, damit wir sie um Gnade bitten können.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""speculators""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Spekulanten, denen wir huldigen müssen, als wären sie Halbgötter, und denen wir Opfergaben bringen müssen, damit wir sie um Gnade bitten können.""""
","The translation for ""speculators"" in the given sentence is ""Spekulanten."" It displays the Masculine grammatical gender."
229,speculators,Many unemployed people in the world and in Europe do not receive the support that speculators enjoy worldwide when they speculate against weaker currencies.,"Viele arbeitslose Menschen in der Welt und in Europa erhalten nicht die Unterstützung, die Spekulanten weltweit genießen, wenn sie gegen schwächere Währungen spekulieren.",gpt-3,0,N/A,N/A
230,speculators,"Furthermore, to ensure that the existing financial instruments help farmers weather the crisis, rather than help speculators cause extreme price volatility, I call for a review of the European legislation on financial products in order to make the negotiations more transparent.","Darüber hinaus fordere ich eine Überprüfung der europäischen Gesetzgebung über Finanzprodukte, um sicherzustellen, dass die bestehenden finanziellen Instrumente den Landwirten dabei helfen, die Krise zu bewältigen, anstatt Spekulanten extreme Preisvolatilität zu verursachen, und um die Verhandlungen transparenter zu gestalten.",gpt-3,0,N/A,N/A
231,economists,"Look at the economists, look at yesterday's De Tijd - not exactly a socialist propaganda newspaper - which says, and I paraphrase, 'saving on its own undermines already ailing economies and makes it increasingly difficult to repay debts'.","""Schauen Sie sich die Ökonomen an, werfen Sie einen Blick in die gestrige Ausgabe der De Tijd - nicht gerade eine sozialistische Propaganda-Zeitung - die sagt, und ich zitiere, 'allein das Sparen untergräbt bereits geschwächte Wirtschaften und macht es zunehmend schwieriger, Schulden zurückzuzahlen'.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""economists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Schauen Sie sich die Ökonomen an, werfen Sie einen Blick in die gestrige Ausgabe der De Tijd - nicht gerade eine sozialistische Propaganda-Zeitung - die sagt, und ich zitiere, 'allein das Sparen untergräbt bereits geschwächte Wirtschaften und macht es zunehmend schwieriger, Schulden zurückzuzahlen'.""""
","The sentence does contain a translation for the English word ""economists"". The translation is ""Ökonomen"". The grammatical gender displayed is Masculine."
232,economists,"Economists tell us that for every three percentage points of devaluation, inflation increases by one percent.","""Ökonomen sagen uns, dass bei jeder Abwertung von drei Prozent die Inflation um ein Prozent steigt.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""economists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Ökonomen sagen uns, dass bei jeder Abwertung von drei Prozent die Inflation um ein Prozent steigt.""""
","The sentence does provide a translation for the English word ""economists."" The translation in German is ""Ökonomen."" It displays the grammatical gender of Masculine."
