ID,seed_noun,source,translation,human eval,to_keep,prompt,response
197.0,intermediaries,"I welcome the fact that banks acting as intermediaries are contractually obliged to lend to SMEs at least twice the amount of their loan from the EIB, to ensure that the benefits derived from EIB funding are passed on to SMEs.","Ich begrüße es, dass Banken als Vermittler vertraglich dazu verpflichtet sind, KMUs mindestens das Zweifache ihres Kredits von der EIB auszuleihen, um sicherzustellen, dass die Vorteile der EIB-Finanzierung an KMUs weitergegeben werden.",,0.0,N/A,N/A
198.0,investigators,"Additional measures are hence required, such as the obligation on the part of criminal investigators to give evidence in every criminal case in which their material is used.","Zusätzliche Maßnahmen sind daher erforderlich, wie die Verpflichtung seitens der Kriminalbeamten, in jedem kriminellen Fall, in dem ihr Material verwendet wird, Beweise vorzulegen.",1,1.0,"
If the following sentence contains the German translation for the English word 'investigators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Zusätzliche Maßnahmen sind daher erforderlich, wie die Verpflichtung seitens der Kriminalbeamten, in jedem kriminellen Fall, in dem ihr Material verwendet wird, Beweise vorzulegen.'
",Masculine
199.0,investigators,"Ammonium nitrate is a stable product, and the investigators make the point that this type of product cannot explode unless it comes into contact with intense heat, as proven by the very serious precedents in Silesia in 1921, in Texas in 1947, in Brest, in France, in 1947.","Ammoniumnitrat ist ein stabiles Produkt, und die Ermittler machen klar, dass diese Art von Produkt nicht explodieren kann, es sei denn, es kommt in Kontakt mit intensiver Hitze, wie es durch die sehr schwerwiegenden Vorfälle in Schlesien 1921, in Texas 1947 und in Brest, Frankreich, 1947 bewiesen wurde.",1,1.0,"
If the following sentence contains the German translation for the English word 'investigators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ammoniumnitrat ist ein stabiles Produkt, und die Ermittler machen klar, dass diese Art von Produkt nicht explodieren kann, es sei denn, es kommt in Kontakt mit intensiver Hitze, wie es durch die sehr schwerwiegenden Vorfälle in Schlesien 1921, in Texas 1947 und in Brest, Frankreich, 1947 bewiesen wurde.'
",Masculine
200.0,investigators,"Regarding procedural rights, the new OLAF manual adopted in December 2009, which has been transmitted to Parliament, already provides comprehensive guidance for OLAF investigators.","In Bezug auf Verfahrensrechte bietet das im Dezember 2009 verabschiedete neue OLAF-Handbuch, das dem Parlament übermittelt wurde, bereits umfassende Anleitung für OLAF-Ermittler.",1,1.0,"
If the following sentence contains the German translation for the English word 'investigators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'In Bezug auf Verfahrensrechte bietet das im Dezember 2009 verabschiedete neue OLAF-Handbuch, das dem Parlament übermittelt wurde, bereits umfassende Anleitung für OLAF-Ermittler.'
",The German translation for 'investigators' in the sentence is 'Ermittler' which displays Masculine gender.
201.0,investigators,"Today, thanks to three years of unremitting work, but also thanks to the tenacity of the President of the Tribunal, the public prosecutor, the judges and the investigators, Parliament is in a position to support the request for the arrest of the two main people responsible for organizing the ethnic cleansing policy and, in particular, for the tragedies of Srebrenica and Zepa.","Heute ist das Parlament dank drei Jahren unermüdlicher Arbeit und der Beharrlichkeit des Gerichtspräsidenten, des Staatsanwalts, der Richter und der Ermittler in der Lage, die Forderung nach der Verhaftung der beiden Hauptverantwortlichen für die Organisation der ethnischen Säuberungspolitik und insbesondere für die Tragödien in Srebrenica und Zepa zu unterstützen.",,0.0,N/A,N/A
202.0,investigators,"I would also mention the very recent judgment No 33400 of 15 July 2003, which lays down that searches carried out in workplaces to find journalists’ sources constitute a serious violation of freedom of expression; again, the investigators’ aim of identifying the people responsible for information leaks from the law courts is not sufficient to justify the use of such methods.","Ich würde auch das sehr aktuelle Urteil Nr. 33400 vom 15. Juli 2003 erwähnen, welches festlegt, dass Suchmaßnahmen am Arbeitsplatz zur Auffindung von Journalistenquellen eine schwerwiegende Verletzung der Meinungsfreiheit darstellen; erneut ist das Ziel der Ermittler, die Verantwortlichen für Informationslecks aus Gerichtssälen zu identifizieren, nicht ausreichend, um den Einsatz solcher Methoden zu rechtfertigen.",,0.0,N/A,N/A
203.0,operators,"Such measures are expected by operators who have suffered as a result of an emotional reaction on the part of consumers, and I commend the Commission on acting swiftly.","Solche Maßnahmen werden von Betreibern erwartet, die unter den emotionalen Reaktionen der Verbraucher gelitten haben, und ich begrüße die Kommission für ihr schnelles Handeln.",1,1.0,"
If the following sentence contains the German translation for the English word 'operators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Solche Maßnahmen werden von Betreibern erwartet, die unter den emotionalen Reaktionen der Verbraucher gelitten haben, und ich begrüße die Kommission für ihr schnelles Handeln.'
",The German translation for 'operators' in the sentence is 'Betreibern' which displays Masculine gender.
204.0,operators,It is easier to establish connections between national systems.4.The use of private operators will deprive the people of their constitutional protection for telephone privacy which is a central civil and democratic right.- on the Argyros report (A4-0213/97),"Es ist einfacher, Verbindungen zwischen nationalen Systemen herzustellen. Die Verwendung privater Betreiber beraubt die Menschen ihres verfassungsmäßigen Schutzes der Telefonprivatsphäre, was ein zentrales ziviles und demokratisches Recht ist. - im Argyros-Bericht (A4-0213/97)",1,1.0,"
If the following sentence contains the German translation for the English word 'operators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Es ist einfacher, Verbindungen zwischen nationalen Systemen herzustellen. Die Verwendung privater Betreiber beraubt die Menschen ihres verfassungsmäßigen Schutzes der Telefonprivatsphäre, was ein zentrales ziviles und demokratisches Recht ist. - im Argyros-Bericht (A4-0213/97)'
",The German translation for 'operators' in the sentence is 'Betreiber'. It displays Masculine gender.
205.0,operators,"The reform goes against the social cohesion policy laid down until the year 2006, preventing economic operators from continuing with the activities they had planned in Objective 1 regions. They are not asking you for more money, Mr Fischler, but rather to carry on fishing.","Die Reform widerspricht der bis zum Jahr 2006 festgelegten Politik des sozialen Zusammenhalts und verhindert, dass Wirtschaftsbeteiligte ihre geplanten Aktivitäten in den Ziel-1-Regionen fortsetzen können. Herr Fischler, sie bitten nicht um mehr Geld, sondern darum, weiterhin zu fischen.",3,1.0,"
If the following sentence contains the German translation for the English word 'operators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Reform widerspricht der bis zum Jahr 2006 festgelegten Politik des sozialen Zusammenhalts und verhindert, dass Wirtschaftsbeteiligte ihre geplanten Aktivitäten in den Ziel-1-Regionen fortsetzen können. Herr Fischler, sie bitten nicht um mehr Geld, sondern darum, weiterhin zu fischen.'
",None
206.0,operators,"Secondly, conditions are laid down which should give rise to ramp checks and ultimately to groundings. Thirdly, collective Community action is envisaged, ranging from the definition of content and procedures for ramp inspections to imposing bans on specific operators.","Zweitens werden Bedingungen festgelegt, die zu Rampenkontrollen und letztendlich zu Flugverboten führen sollen. Drittens ist eine kollektive Gemeinschaftsmaßnahme vorgesehen, die von der Definition von Inhalten und Verfahren für Rampeninspektionen bis zur Verhängung von Verboten für bestimmte Betreiber reicht.",,0.0,N/A,N/A
207.0,operators,"If it were to be deleted, postal service operators for instance could be obliged to breach mail secrecy.","Wenn es gelöscht werden würde, könnten beispielsweise Postdienstleister verpflichtet sein, das Briefgeheimnis zu verletzen.",,0.0,N/A,N/A
208.0,hosts,"Finally, it is imperative to include the site 'hosts' so that the effect of the actions undertaken in this area can be increased, while ensuring that the main feature of the world wide web, namely freedom, is maintained.","Schließlich ist es unerlässlich, die Website ""Hosts"" einzubeziehen, damit die Wirkung der in diesem Bereich durchgeführten Maßnahmen erhöht werden kann, während gleichzeitig sichergestellt wird, dass das Hauptmerkmal des World Wide Web, nämlich die Freiheit, erhalten bleibt.",-,0.0,N/A,N/A
209.0,hosts,"As is stated in paragraph 35 of the motion for a resolution, which makes reference to the WTO’s code of ethics, we have to protect our hosts, and that means that tourists must treat their hosts as such, with respect, rather than behaving in such a way as to wreck structures that have evolved over time.","Wie im Absatz 35 des Entschließungsantrags festgehalten wird, der sich auf den Verhaltenskodex der WTO bezieht, müssen wir unsere Gastgeber schützen, und das bedeutet, dass Touristen ihre Gastgeber respektvoll behandeln müssen, anstatt Verhaltensweisen an den Tag zu legen, die über die Zeit gewachsene Strukturen zerstören.",1,1.0,"
If the following sentence contains the German translation for the English word 'hosts', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wie im Absatz 35 des Entschließungsantrags festgehalten wird, der sich auf den Verhaltenskodex der WTO bezieht, müssen wir unsere Gastgeber schützen, und das bedeutet, dass Touristen ihre Gastgeber respektvoll behandeln müssen, anstatt Verhaltensweisen an den Tag zu legen, die über die Zeit gewachsene Strukturen zerstören.'
","The German translation for 'hosts' in this sentence is 'Gastgeber', which is masculine."
210.0,hosts,"I feel that if we are to have an impact on these financial markets, Europe must be able to draw some very clear lines, not change direction every other day, and not bubble with hosts of ideas which are never, subsequently, put into practice.","Ich habe das Gefühl, dass Europa klare Linien ziehen können muss, um einen Einfluss auf diese Finanzmärkte zu haben, nicht jede zweite Woche die Richtung ändern und nicht mit einer Vielzahl von Ideen blubbern, die anschließend nie umgesetzt werden.",-,0.0,N/A,N/A
211.0,hosts,"He stressed that he hoped to talk to his Chinese hosts about the question of human rights, and in particular asked for explanations about the case of prisoners of conscience and signing a political declaration including this vital aspect of France's relations with China.","Er betonte, dass er hoffe, mit seinen chinesischen Gastgebern über die Frage der Menschenrechte zu sprechen und insbesondere Erklärungen zum Fall der Gewissensgefangenen sowie zur Unterzeichnung einer politischen Erklärung, die diesen wichtigen Aspekt der Beziehung Frankreichs zu China beinhaltet, verlangte.",1,1.0,"
If the following sentence contains the German translation for the English word 'hosts', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Er betonte, dass er hoffe, mit seinen chinesischen Gastgebern über die Frage der Menschenrechte zu sprechen und insbesondere Erklärungen zum Fall der Gewissensgefangenen sowie zur Unterzeichnung einer politischen Erklärung, die diesen wichtigen Aspekt der Beziehung Frankreichs zu China beinhaltet, verlangte.'
",Masculine
212.0,hosts,"The shorter and more sensible this period is, the better the outcome will be for both sides: for the immigrants and for the hosts.","Je kürzer und vernünftiger diese Periode ist, desto besser wird das Ergebnis für beide Seiten sein: für die Immigranten und für die Gastgeber.",1,1.0,"
If the following sentence contains the German translation for the English word 'hosts', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Je kürzer und vernünftiger diese Periode ist, desto besser wird das Ergebnis für beide Seiten sein: für die Immigranten und für die Gastgeber.'
",The German translation for 'hosts' in the sentence is 'Gastgeber' which is Masculine.
213.0,participants,"It is not only international protest which is now needed in Eritrea, but dialogue with civil society within the country itself, as the only way in which a peaceful coexistence can and will be re-established in the country is by sitting all the participants down at one table and endeavouring to reopen the channels of dialogue.","Es ist nicht nur internationaler Protest erforderlich in Eritrea, sondern auch der Dialog mit der Zivilgesellschaft im Land selbst, da die einzige Möglichkeit einer friedlichen Koexistenz darin besteht, dass alle Teilnehmer an einen Tisch gesetzt werden und versuchen, die Dialogkanäle wieder zu öffnen.",1,1.0,"
If the following sentence contains the German translation for the English word 'participants', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Es ist nicht nur internationaler Protest erforderlich in Eritrea, sondern auch der Dialog mit der Zivilgesellschaft im Land selbst, da die einzige Möglichkeit einer friedlichen Koexistenz darin besteht, dass alle Teilnehmer an einen Tisch gesetzt werden und versuchen, die Dialogkanäle wieder zu öffnen.'
",The German translation for 'participants' in this sentence is 'Teilnehmer'. It displays Masculine gender.
214.0,participants,"The fact is that concerns and questions remain, especially with regard to the participation of SMEs, where the access costs for participants and access to the risk-sharing finance facility still pose problems, with regard to coherence and the absence of confusion with other Community policies, with regard to the dissemination of knowledge, where quality and respect for intellectual property are issues, and with regard to the role of Member States in the governance of the programme.","Die Tatsache ist, dass Bedenken und Fragen bestehen bleiben, insbesondere in Bezug auf die Beteiligung von KMU, wo die Zugangskosten für Teilnehmer und der Zugang zur Risikoteilung bei der Finanzierung immer noch Probleme darstellen, in Bezug auf Kohärenz und die Abwesenheit von Verwirrung mit anderen Gemeinschaftspolitiken, in Bezug auf die Verbreitung von Wissen, wo Qualität und Respekt für geistiges Eigentum Fragestellungen sind, und in Bezug auf die Rolle der Mitgliedstaaten bei der Programmleitung.",1,1.0,"
If the following sentence contains the German translation for the English word 'participants', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Tatsache ist, dass Bedenken und Fragen bestehen bleiben, insbesondere in Bezug auf die Beteiligung von KMU, wo die Zugangskosten für Teilnehmer und der Zugang zur Risikoteilung bei der Finanzierung immer noch Probleme darstellen, in Bezug auf Kohärenz und die Abwesenheit von Verwirrung mit anderen Gemeinschaftspolitiken, in Bezug auf die Verbreitung von Wissen, wo Qualität und Respekt für geistiges Eigentum Fragestellungen sind, und in Bezug auf die Rolle der Mitgliedstaaten bei der Programmleitung.'
",Masculine
215.0,participants,"Thirdly, the G20 summit participants made a commitment to provide USD 1.1 trillion through the IMF and multilateral development banks to help restore credit flows, economic growth and employment in the world economy.","Drittens haben die Teilnehmer des G20-Gipfels zugesagt, über den IWF und multilaterale Entwicklungsbanken 1,1 Billionen US-Dollar bereitzustellen, um Kreditflüsse, wirtschaftliches Wachstum und Beschäftigung in der Weltwirtschaft wiederherzustellen.",1,1.0,"
If the following sentence contains the German translation for the English word 'participants', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Drittens haben die Teilnehmer des G20-Gipfels zugesagt, über den IWF und multilaterale Entwicklungsbanken 1,1 Billionen US-Dollar bereitzustellen, um Kreditflüsse, wirtschaftliches Wachstum und Beschäftigung in der Weltwirtschaft wiederherzustellen.'
",The German translation for 'participants' in this sentence is 'Teilnehmer'. It displays Masculine gender.
216.0,participants,"Consequently, Parliament's main concern about the Valencia meeting at present should be that it takes place, not the outcome of the vote. It is important to ensure all the participants attend and that proceedings are brought to a successful conclusion.","Folglich sollte das Hauptanliegen des Parlaments in Bezug auf das Treffen in Valencia derzeit sein, dass es stattfindet, nicht das Ergebnis der Abstimmung. Es ist wichtig sicherzustellen, dass alle Teilnehmer anwesend sind und dass die Veranstaltung zu einem erfolgreichen Abschluss gebracht wird.",,0.0,N/A,N/A
217.0,participants,"By accepting the conclusions of scientists on the IPCC, all the participants recognised at the political level that climate change exists, that its origins are anthropogenic and that we need to act by 2020 to avoid irreparable damage to the Earth's climate.","Indem sie die Schlussfolgerungen der Wissenschaftler des IPCC akzeptierten, erkannten alle Teilnehmer auf politischer Ebene an, dass der Klimawandel existiert, dass seine Ursprünge anthropogen sind und dass wir bis 2020 handeln müssen, um irreparable Schäden am Klima der Erde zu vermeiden.",,0.0,N/A,N/A
218.0,consumer advisors,,,,0.0,N/A,N/A
219.0,lawyers,A group of lawyers has been briefed and will have 10 days to table its proposed amendments.,"Eine Gruppe von Anwälten wurde informiert und wird 10 Tage Zeit haben, um ihre vorgeschlagenen Änderungen vorzulegen.",1,1.0,"
If the following sentence contains the German translation for the English word 'lawyers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Eine Gruppe von Anwälten wurde informiert und wird 10 Tage Zeit haben, um ihre vorgeschlagenen Änderungen vorzulegen.'
","The German translation for the English word 'lawyers' is 'Anwälten', which is Masculine."
220.0,lawyers,"We all know that lawyers make a bomb, but not a nuclear bomb!","Wir wissen alle, dass Anwälte eine Bombe bauen können, aber keine Atom­bombe!",1,1.0,"
If the following sentence contains the German translation for the English word 'lawyers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir wissen alle, dass Anwälte eine Bombe bauen können, aber keine Atom­bombe!'
","The German translation for the English word 'lawyers' is 'Anwälte', which displays Masculine gender."
221.0,lawyers,Two hundred lawyers gathered in support of the defence.,Zweihundert Anwälte versammelten sich zur Unterstützung der Verteidigung.,1,1.0,"
If the following sentence contains the German translation for the English word 'lawyers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Zweihundert Anwälte versammelten sich zur Unterstützung der Verteidigung.'
","The German translation for the English word 'lawyers' is 'Anwälte', which is Masculine."
222.0,lawyers,"The Commission’s proposal bears the stamp of the incestuous culture of patent office managers, big companies’ patent lawyers and the Commission’s patent managers.","Der Vorschlag der Kommission trägt das Gepräge der inzestuösen Kultur von Patentamtmanagern, Patentanwälten großer Unternehmen und der Patentmanager der Kommission.",,0.0,N/A,N/A
223.0,lawyers,"The endeavour to analyse and review the Community’s legislative framework is a proposal that should be promoted with the aim of simplifying the regulatory environment, a vital prerequisite for greater legal certainty for both the citizens and lawyers.","Der Versuch, den rechtlichen Rahmen der Gemeinschaft zu analysieren und zu überprüfen, ist ein Vorschlag, der mit dem Ziel der Vereinfachung des Regelungsumfelds gefördert werden sollte, eine wichtige Voraussetzung für eine größere Rechtssicherheit sowohl für Bürger als auch für Juristen.",,0.0,N/A,N/A
224.0,invoice recipients,,,,0.0,N/A,N/A
225.0,background actors,,,,0.0,N/A,N/A
226.0,speculators,This would be a recipe for international speculators to come in and play one currency off against another.,"Das wäre ein Rezept für internationale Spekulanten, um zu kommen und eine Währung gegen eine andere auszuspielen.",1,1.0,"
If the following sentence contains the German translation for the English word 'speculators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Das wäre ein Rezept für internationale Spekulanten, um zu kommen und eine Währung gegen eine andere auszuspielen.'
","The German translation for 'speculators' in the sentence is 'Spekulanten', which displays Masculine gender."
227.0,speculators,Those international speculators who profited massively from the deregulation of the financial markets must pay.,"Diese internationalen Spekulanten, die massiv von der Deregulierung der Finanzmärkte profitiert haben, müssen zahlen.",1,1.0,"
If the following sentence contains the German translation for the English word 'speculators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Diese internationalen Spekulanten, die massiv von der Deregulierung der Finanzmärkte profitiert haben, müssen zahlen.'
","The German translation for the English word 'speculators' is 'Spekulanten,' which is Masculine."
228.0,speculators,"Speculators, whom we must appease as if they were demigods and to whom we must make offerings so that we can beg them for mercy.","Spekulanten, denen wir huldigen müssen, als wären sie Halbgötter, und denen wir Opfergaben bringen müssen, damit wir sie um Gnade bitten können.",1,1.0,"
If the following sentence contains the German translation for the English word 'speculators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Spekulanten, denen wir huldigen müssen, als wären sie Halbgötter, und denen wir Opfergaben bringen müssen, damit wir sie um Gnade bitten können.'
",The German translation for 'speculators' in the sentence is 'Spekulanten'. It displays Masculine gender.
229.0,speculators,Many unemployed people in the world and in Europe do not receive the support that speculators enjoy worldwide when they speculate against weaker currencies.,"Viele arbeitslose Menschen in der Welt und in Europa erhalten nicht die Unterstützung, die Spekulanten weltweit genießen, wenn sie gegen schwächere Währungen spekulieren.",,0.0,N/A,N/A
230.0,speculators,"Furthermore, to ensure that the existing financial instruments help farmers weather the crisis, rather than help speculators cause extreme price volatility, I call for a review of the European legislation on financial products in order to make the negotiations more transparent.","Darüber hinaus fordere ich eine Überprüfung der europäischen Gesetzgebung über Finanzprodukte, um sicherzustellen, dass die bestehenden finanziellen Instrumente den Landwirten dabei helfen, die Krise zu bewältigen, anstatt Spekulanten extreme Preisvolatilität zu verursachen, und um die Verhandlungen transparenter zu gestalten.",,0.0,N/A,N/A
231.0,economists,"Look at the economists, look at yesterday's De Tijd - not exactly a socialist propaganda newspaper - which says, and I paraphrase, 'saving on its own undermines already ailing economies and makes it increasingly difficult to repay debts'.","Schauen Sie sich die Ökonomen an, werfen Sie einen Blick in die gestrige Ausgabe der De Tijd - nicht gerade eine sozialistische Propaganda-Zeitung - die sagt, und ich zitiere, 'allein das Sparen untergräbt bereits geschwächte Wirtschaften und macht es zunehmend schwieriger, Schulden zurückzuzahlen'.",1,1.0,"
If the following sentence contains the German translation for the English word 'economists', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Schauen Sie sich die Ökonomen an, werfen Sie einen Blick in die gestrige Ausgabe der De Tijd - nicht gerade eine sozialistische Propaganda-Zeitung - die sagt, und ich zitiere, 'allein das Sparen untergräbt bereits geschwächte Wirtschaften und macht es zunehmend schwieriger, Schulden zurückzuzahlen'.'
",Masculine
232.0,economists,"Economists tell us that for every three percentage points of devaluation, inflation increases by one percent.","Ökonomen sagen uns, dass bei jeder Abwertung von drei Prozent die Inflation um ein Prozent steigt.",1,1.0,"
If the following sentence contains the German translation for the English word 'economists', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ökonomen sagen uns, dass bei jeder Abwertung von drei Prozent die Inflation um ein Prozent steigt.'
",Masculine
233.0,economists,"Yes, the politicians must take into account economists' analyses, but it also seems necessary to me that the latter should take account of our remarks in their discussions.","Ja, die Politiker müssen die Analysen der Wirtschaftswissenschaftler berücksichtigen, aber es erscheint mir auch notwendig, dass letztere unsere Anmerkungen in ihren Diskussionen mit einbeziehen.",1,1.0,"
If the following sentence contains the German translation for the English word 'economists', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ja, die Politiker müssen die Analysen der Wirtschaftswissenschaftler berücksichtigen, aber es erscheint mir auch notwendig, dass letztere unsere Anmerkungen in ihren Diskussionen mit einbeziehen.'
",The German translation for the English word 'economists' in this sentence is 'Wirtschaftswissenschaftler' and it is masculine.
234.0,economists,"As predicted by economists, 2009 was the most difficult for crisis-hit Member States.","Wie von Ökonomen vorhergesagt, war 2009 das schwierigste Jahr für von der Krise betroffene Mitgliedstaaten.",,0.0,N/A,N/A
235.0,economists,It is the Danish electorate and not economists in Frankfurt who should decide this.,"Es ist das dänische Wahlvolk und nicht die Ökonomen in Frankfurt, die dies entscheiden sollten.",,0.0,N/A,N/A
236.0,beginners,"What we have here are institutions for beginners, which people do not understand, which they are not informed about, and as these institutions are a mystery to them, they are suspicious about them, sometimes excessively so.","Was wir hier haben, sind Einrichtungen für Anfänger, die die Leute nicht verstehen, über die sie nicht informiert sind, und da diese Einrichtungen für sie ein Rätsel sind, sind sie misstrauisch gegenüber ihnen, manchmal sogar übermäßig misstrauisch.",1,1.0,"
If the following sentence contains the German translation for the English word 'beginners', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Was wir hier haben, sind Einrichtungen für Anfänger, die die Leute nicht verstehen, über die sie nicht informiert sind, und da diese Einrichtungen für sie ein Rätsel sind, sind sie misstrauisch gegenüber ihnen, manchmal sogar übermäßig misstrauisch.'
","The sentence contains the German translation for the English word 'beginners', which is 'Anfänger'. This word displays Masculine gender."
237.0,beginners,New preparations are handed out free of charge outside schools and youth centres to attract beginners to start and experiment.,"Neue Vorbereitungen werden kostenlos vor Schulen und Jugendzentren verteilt, um Anfänger anzulocken, um anzufangen und zu experimentieren.",1,1.0,"
If the following sentence contains the German translation for the English word 'beginners', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Neue Vorbereitungen werden kostenlos vor Schulen und Jugendzentren verteilt, um Anfänger anzulocken, um anzufangen und zu experimentieren.'
",The German word for 'beginners' is 'Anfänger' which is masculine.
238.0,contemporaries,Europe's young people must be given the opportunity to compete with their contemporaries from the four corners of the globe.,"Europas junge Menschen müssen die Möglichkeit erhalten, mit ihren Altersgenossen aus den vier Ecken der Welt zu konkurrieren.",1,1.0,"
If the following sentence contains the German translation for the English word 'contemporaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Europas junge Menschen müssen die Möglichkeit erhalten, mit ihren Altersgenossen aus den vier Ecken der Welt zu konkurrieren.'
","The German translation for 'contemporaries' in this sentence is 'Altersgenossen', which displays Masculine gender."
239.0,contemporaries,His contemporaries knew that Averroës was meant by that.,"Seine Zeitgenossen wussten, dass damit Averroës gemeint war.",1,1.0,"
If the following sentence contains the German translation for the English word 'contemporaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Seine Zeitgenossen wussten, dass damit Averroës gemeint war.'
",The German translation for the English word 'contemporaries' in the sentence is 'Zeitgenossen'. It displays Masculine gender.
240.0,contemporaries,"This draft decision of the Council and the report by Mr Gil-Robles Gil-Delgado make a good impression: utopia, the need for proximity, the idea that we could move towards a European democracy, that we could have someone at the top of the list who would be president of the Commission; all these ideas are as far from reality as utopia was from the ideas of the contemporaries of Thomas More.","Dieser Entwurf des Rats und der Bericht von Herrn Gil-Robles Gil-Delgado machen einen guten Eindruck: Utopie, die Notwendigkeit der Nähe, die Idee, dass wir uns einer europäischen Demokratie nähern könnten, dass wir jemanden an der Spitze der Liste haben könnten, der Präsident der Kommission wäre; all diese Ideen sind genauso fern von der Realität wie Utopie von den Ideen der Zeitgenossen von Thomas More.",1,1.0,"
If the following sentence contains the German translation for the English word 'contemporaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Dieser Entwurf des Rats und der Bericht von Herrn Gil-Robles Gil-Delgado machen einen guten Eindruck: Utopie, die Notwendigkeit der Nähe, die Idee, dass wir uns einer europäischen Demokratie nähern könnten, dass wir jemanden an der Spitze der Liste haben könnten, der Präsident der Kommission wäre; all diese Ideen sind genauso fern von der Realität wie Utopie von den Ideen der Zeitgenossen von Thomas More.'
",The German translation for 'contemporaries' in the sentence is 'Zeitgenossen' which displays Masculine gender.
241.0,contemporaries,"It is unfortunate that we must speak about this in the absence of one of our great contemporaries, Mr Cohn-Bendit, who initiated this resolution, together with others, such as Mrs André-Léonard.","Es ist bedauerlich, dass wir darüber in Abwesenheit eines unserer großen Zeitgenossen, Herrn Cohn-Bendit, sprechen müssen, der zusammen mit anderen, wie zum Beispiel Frau André-Léonard, diese Resolution initiiert hat.",,0.0,N/A,N/A
242.0,contemporaries,"The freedoms and rights that I, as a Swedish teenager, took for granted were things for which my Polish contemporaries had to fight hard.","Die Freiheiten und Rechte, die ich als schwedischer Teenager als selbstverständlich betrachtete, waren Dinge, für die meine polnischen Zeitgenossen hart kämpfen mussten.",,0.0,N/A,N/A
243.0,forest keepers,,,,0.0,N/A,N/A
