seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
extremists	"Sarawak Sovereignty Movement spokesman Dato Morshidi Abdul Rahman said that the people had ""had enough of the lop-sided development between the peninsula and Sarawak"", and that something needed to be done about it. He explained, ""We are a civil movement and apolitical. We are not militants or extremists. Sarawak is one of the partners that form Malaysia."	"Der Sprecher der Sarawak Sovereignty Movement, Dato Morshidi Abdul Rahman, sagte, die Menschen hätten ""genug von der einseitigen Entwicklung zwischen der Halbinsel und Sarawak"", und es müsse etwas dagegen unternommen werden. Er erklärte: ""Wir sind eine Bürgerbewegung und unpolitisch. Wir sind keine Militanten oder Extremisten. Sarawak ist einer der Partner, die Malaysia bilden."	M	4	"Sarawak Sovereignty Movement spokesman Dato Morshidi Abdul Rahman said that the people had ""had enough of the lop-sided development between the peninsula and Sarawak"", and that something needed to be done about it. He explained, ""We are a civil movement and apolitical."	2.0	We are not militants or extremists.	Sarawak is one of the partners that form Malaysia.	1.0	True
extremists	Dreamslayer then uses his powers to pull Lian out of the timestream shortly before her death, and offers to return her to Roy in exchange for him turning on the Titans. Using trickery, Roy pretends to betray his friends, but instead scrambles Dreamslayer's teleportation field. As the Extremists retreat, Roy stays behind with Lian, finally reunited with his daughter. Teen Titans Go!	Dreamslayer nutzt daraufhin seine Kräfte, um Lian kurz vor ihrem Tod aus dem Zeitstrom zu ziehen, und bietet Roy an, sie ihm zurückzugeben, wenn er sich gegen die Titanen wendet. Mit einer List gibt Roy vor, seine Freunde zu verraten, stört aber stattdessen Dreamslayers Teleportationsfeld. Während sich die Extremisten zurückziehen, bleibt Roy mit Lian zurück, um endlich wieder mit seiner Tochter vereint zu sein. Teen Titans Go!	M	4	Dreamslayer then uses his powers to pull Lian out of the timestream shortly before her death, and offers to return her to Roy in exchange for him turning on the Titans. Using trickery, Roy pretends to betray his friends, but instead scrambles Dreamslayer's teleportation field.	2.0	As the Extremists retreat, Roy stays behind with Lian, finally reunited with his daughter.	Teen Titans Go!	1.0	True
ministers	In March 2013, the Civil Aviation Authority awarded MRIA international airport certification, allowing it to receive international flights. The airport was opened for flight operations on 18 March 2013. President Rajapaksa, his ministers, and other dignitaries arrived in a SriLankan Airlines Airbus A340 to attend the inauguration ceremony. The first commercial flight to land at Mattala was SriLankan Airlines Flight 226 from Dubai, followed by an Air Arabia flight from Sharjah and a Flydubai flight from Dubai.	Im März 2013 erteilte die Zivilluftfahrtbehörde dem MRIA die Zertifizierung als internationaler Flughafen, so dass er internationale Flüge aufnehmen kann. Der Flughafen wurde am 18. März 2013 für den Flugbetrieb freigegeben. Präsident Rajapaksa, seine Minister und andere Würdenträger kamen in einem Airbus A340 der SriLankan Airlines zur Einweihungszeremonie. Der erste kommerzielle Flug, der in Mattala landete, war der SriLankan Airlines-Flug 226 aus Dubai, gefolgt von einem Air Arabia-Flug aus Sharjah und einem Flydubai-Flug aus Dubai.	M	4	In March 2013, the Civil Aviation Authority awarded MRIA international airport certification, allowing it to receive international flights. The airport was opened for flight operations on 18 March 2013.	2.0	President Rajapaksa, his ministers, and other dignitaries arrived in a SriLankan Airlines Airbus A340 to attend the inauguration ceremony.	The first commercial flight to land at Mattala was SriLankan Airlines Flight 226 from Dubai, followed by an Air Arabia flight from Sharjah and a Flydubai flight from Dubai.	1.0	True
readers	"In August 2017, Sedokova announced that she had ended her relationship with Komarov. In September 2020, she married for the third time, to Latvian professional basketball player Jānis Timma. In December 2010, Sedokova came out as bisexual during an online conference with the readers of the Ukrainian portal tochka.net. She later confirmed it in an interview with Novyi Kanal, describing her sexual experiences with her female lovers as ""wonderful""."	"Im August 2017 gab Sedokova bekannt, dass sie ihre Beziehung mit Komarov beendet hat. Im September 2020 heiratete sie zum dritten Mal, und zwar den lettischen Profi-Basketballer Jānis Timma. Im Dezember 2010 outete sich Sedokova während einer Online-Konferenz mit den Lesern des ukrainischen Portals tochka.net als bisexuell. Später bestätigte sie dies in einem Interview mit Novyi Kanal und beschrieb ihre sexuellen Erfahrungen mit ihren weiblichen Liebhabern als ""wunderbar""."	M	4	In August 2017, Sedokova announced that she had ended her relationship with Komarov. In September 2020, she married for the third time, to Latvian professional basketball player Jānis Timma.	2.0	In December 2010, Sedokova came out as bisexual during an online conference with the readers of the Ukrainian portal tochka.net.	"She later confirmed it in an interview with Novyi Kanal, describing her sexual experiences with her female lovers as ""wonderful""."	1.0	True
readers	Serena comes to talk to him and he lies and says that he has just delayed the launch. Dan is walking with his book agent. Her agent tells him Serena is distracting his readers from him becoming a writer away from Inside. If Serena and Dan are dating, the readers will want a sequel to Inside.	Serena kommt, um mit ihm zu sprechen, und er lügt und sagt, dass er die Veröffentlichung nur verschoben hat. Dan geht mit seiner Buchagentin spazieren. Ihre Agentin sagt ihm, dass Serena seine Leser davon ablenkt, dass er ein Schriftsteller ist und nicht Inside. Wenn Serena und Dan zusammen sind, werden die Leser eine Fortsetzung von Inside wollen.	M	4	Serena comes to talk to him and he lies and says that he has just delayed the launch. Dan is walking with his book agent.	2.0	Her agent tells him Serena is distracting his readers from him becoming a writer away from Inside.	If Serena and Dan are dating, the readers will want a sequel to Inside.	1.0	True
readers	"It received overwhelmingly positive reviews. Metacritic called ""it a great book filled with suspense at every page"". Meagan Albright's review stated, ""It is a rare book that can create an entirely new fantastic, harsh, creative yet believable world for readers to visit. This book is not only sure to be a hit with existing fans of the series; it will also attract new readers to this dark and twisty world""."	"Es erhielt überwältigend positive Kritiken: Metacritic nannte es ""ein großartiges Buch, das auf jeder Seite mit Spannung gefüllt ist"". In der Rezension von Meagan Albright hieß es: ""Es ist ein seltenes Buch, das eine völlig neue fantastische, raue, kreative und dennoch glaubwürdige Welt erschafft, in die die Leser eintauchen können. Dieses Buch wird nicht nur ein Hit für die bestehenden Fans der Serie sein, sondern auch neue Leser in diese dunkle und verworrene Welt locken""."	M	4	"It received overwhelmingly positive reviews. Metacritic called ""it a great book filled with suspense at every page""."	2.0	"Meagan Albright's review stated, ""It is a rare book that can create an entirely new fantastic, harsh, creative yet believable world for readers to visit."	"This book is not only sure to be a hit with existing fans of the series; it will also attract new readers to this dark and twisty world""."	1.0	True
practitioners	Events  Retopia is the annual cultural and technological festival of Department of Energy and Environment at TERI School of Advanced Studies, New Delhi. Retopia refers to an ideal state or situation, evolving from the English word 'utopia'. The objective of the festival is to bring together government, academics, industry and other practitioners on a common platform to discuss clean energy prospects on environmental, technical and commercial lines. The 12th Convocation of TERI School of Advanced Studies (TERI SAS) was held on 14 Nov 2019.	"Veranstaltungen Retopia ist das jährliche Kultur- und Technologiefestival der Abteilung für Energie und Umwelt an der TERI School of Advanced Studies in Neu-Delhi. Retopia bezeichnet einen idealen Zustand oder eine ideale Situation und leitet sich vom englischen Wort ""Utopia"" ab. Ziel des Festivals ist es, Regierung, Wissenschaftler, Industrie und andere Praktiker auf einer gemeinsamen Plattform zusammenzubringen, um die Perspektiven sauberer Energie in Bezug auf Umwelt, Technik und Wirtschaft zu diskutieren. Die 12. Einberufung der TERI School of Advanced Studies (TERI SAS) fand am 14. November 2019 statt."	M	4	Events  Retopia is the annual cultural and technological festival of Department of Energy and Environment at TERI School of Advanced Studies, New Delhi. Retopia refers to an ideal state or situation, evolving from the English word 'utopia'.	2.0	The objective of the festival is to bring together government, academics, industry and other practitioners on a common platform to discuss clean energy prospects on environmental, technical and commercial lines.	The 12th Convocation of TERI School of Advanced Studies (TERI SAS) was held on 14 Nov 2019.	1.0	True
stonecutters	She was regarded as an ancestral deity of Kagami zukuri no muraji (The mirror-making clans). In Japanese mythology, she created the exquisite Yata-no-kagami mirror which lures the sun goddess Amaterasu out of her cave and returns light to the world. Due to this achievement, Ishikori-dome is worshipped by makers of mirrors and stonecutters. She is worshiped as the god of casting and metalworking.	Sie galt als Ahnengottheit der Kagami zukuri no muraji (der Spiegelmacher-Clans). In der japanischen Mythologie schuf sie den herrlichen Yata-no-kagami-Spiegel, der die Sonnengöttin Amaterasu aus ihrer Höhle lockt und der Welt das Licht zurückgibt. Aufgrund dieser Leistung wird Ishikori-Dome von Spiegelmachern und Steinmetzen verehrt. Sie wird als Gott des Gießens und der Metallbearbeitung verehrt.	M	4	She was regarded as an ancestral deity of Kagami zukuri no muraji (The mirror-making clans). In Japanese mythology, she created the exquisite Yata-no-kagami mirror which lures the sun goddess Amaterasu out of her cave and returns light to the world.	2.0	Due to this achievement, Ishikori-dome is worshipped by makers of mirrors and stonecutters.	She is worshiped as the god of casting and metalworking.	1.0	True
stonecutters	In the churchyard a school for 35 pupils was built in 1837, which was only the second elementary school in Belgrade at the time. During the Čukur Fountain incident in June 1862, and the subsequent bombardment of the city by the Ottomans from the fortress, thousands of women and children found refuge in Tašmajdan's caves. Because of the vicinity of the cemetery in Tašmajdan, there were many shops of funeral equipment and stonecutters. Small shops in time evolved into larger facilities, mostly selling old and cheap goods for the poorer citizens.	Auf dem Kirchhof wurde 1837 eine Schule für 35 Schüler errichtet, die damals erst die zweite Grundschule in Belgrad war. Während des Zwischenfalls mit dem Čukur-Brunnen im Juni 1862 und der anschließenden Bombardierung der Stadt durch die Osmanen von der Festung aus fanden Tausende von Frauen und Kindern in den Höhlen von Tašmajdan Zuflucht. Wegen der Nähe des Friedhofs in Tašmajdan gab es viele Geschäfte für Bestattungsbedarf und Steinmetze. Aus kleinen Läden entwickelten sich mit der Zeit größere Einrichtungen, in denen vor allem alte und billige Waren für die ärmeren Bürger verkauft wurden.	M	4	In the churchyard a school for 35 pupils was built in 1837, which was only the second elementary school in Belgrade at the time. During the Čukur Fountain incident in June 1862, and the subsequent bombardment of the city by the Ottomans from the fortress, thousands of women and children found refuge in Tašmajdan's caves.	2.0	Because of the vicinity of the cemetery in Tašmajdan, there were many shops of funeral equipment and stonecutters.	Small shops in time evolved into larger facilities, mostly selling old and cheap goods for the poorer citizens.	1.0	True
chairpeople	Informal meetings continued through the night of 2 December and into 3 December. The main discussions were in meetings in which some 20–40 ministers took part. The people attending these meetings varied according to subject, and the chairpeople did their utmost to ensure that participants represented a cross-section of the members' positions on the relevant subjects. Progress was reported in a number of areas, but by late afternoon it was clear that there was too little time left to complete the work of narrowing the gaps, bringing the draft declaration back to the plenary working groups, making any additional changes arising from the working groups and then approving the declaration by consensus.	Die informellen Sitzungen wurden in der Nacht vom 2. auf den 3. Dezember fortgesetzt. Die wichtigsten Diskussionen fanden in Sitzungen statt, an denen etwa 20-40 Minister teilnahmen. Die Teilnehmer an diesen Sitzungen waren je nach Thema unterschiedlich, und die Vorsitzenden taten ihr Möglichstes, um sicherzustellen, dass die Teilnehmer einen Querschnitt der Positionen der Mitglieder zu den jeweiligen Themen repräsentierten. In einigen Bereichen wurden Fortschritte gemeldet, aber am späten Nachmittag war klar, dass zu wenig Zeit blieb, um die Arbeit abzuschließen, die Lücken zu verkleinern, den Entwurf der Erklärung wieder in die Arbeitsgruppen des Plenums zu bringen, alle zusätzlichen Änderungen, die sich aus den Arbeitsgruppen ergaben, vorzunehmen und die Erklärung dann im Konsens anzunehmen.	Neutral	4	Informal meetings continued through the night of 2 December and into 3 December. The main discussions were in meetings in which some 20–40 ministers took part.	2.0	The people attending these meetings varied according to subject, and the chairpeople did their utmost to ensure that participants represented a cross-section of the members' positions on the relevant subjects.	Progress was reported in a number of areas, but by late afternoon it was clear that there was too little time left to complete the work of narrowing the gaps, bringing the draft declaration back to the plenary working groups, making any additional changes arising from the working groups and then approving the declaration by consensus.	1.0	True
chairpeople	Volt Europa consists of national organisations and parties from a total of 29 countries and entered the 2019 EU election with a unified election programme. Party Executive Committee  Volt Germany's federal executive committee, elected in 2019, currently consists of a dual leadership with Friederike Schier and Paul Loeper, four vice-chairpeople (Caroline Flohr, Sophie Griesbacher, Paulo Alexandre, Konstantin Feist) and treasurer Leo Lüddecke. At the December Party Congress 2021, Rebekka Müller and Connor Geiger were elected as the new designated chairpeople with four vice-chairpeople (Carina Beckmann, Jennifer Scharpenberg, Maximilian Ochs, Jens Többen). Likewise, the re-election of the incumbent treasurer Leo Lüdecke took place.	Volt Europa besteht aus nationalen Organisationen und Parteien aus insgesamt 29 Ländern und tritt mit einem einheitlichen Wahlprogramm zur EU-Wahl 2019 an. Parteivorstand Der 2019 gewählte Bundesvorstand von Volt Deutschland besteht derzeit aus einer Doppelspitze mit Friederike Schier und Paul Loeper, vier stellvertretenden Vorsitzenden (Caroline Flohr, Sophie Griesbacher, Paulo Alexandre, Konstantin Feist) und Schatzmeister Leo Lüddecke. Auf dem Dezember-Parteitag 2021 wurden Rebekka Müller und Connor Geiger als neue designierte Vorsitzende und vier stellvertretende Vorsitzende (Carina Beckmann, Jennifer Scharpenberg, Maximilian Ochs, Jens Többen) gewählt. Ebenso erfolgte die Wiederwahl des amtierenden Schatzmeisters Leo Lüdecke.	Neutral	4	Volt Europa consists of national organisations and parties from a total of 29 countries and entered the 2019 EU election with a unified election programme. Party Executive Committee  Volt Germany's federal executive committee, elected in 2019, currently consists of a dual leadership with Friederike Schier and Paul Loeper, four vice-chairpeople (Caroline Flohr, Sophie Griesbacher, Paulo Alexandre, Konstantin Feist) and treasurer Leo Lüddecke.	2.0	At the December Party Congress 2021, Rebekka Müller and Connor Geiger were elected as the new designated chairpeople with four vice-chairpeople (Carina Beckmann, Jennifer Scharpenberg, Maximilian Ochs, Jens Többen).	Likewise, the re-election of the incumbent treasurer Leo Lüdecke took place.	1.0	True
chairpeople	It wasn't until 1975 that she landed a supporting role in the propaganda film Breaking with Old Ideas. She became an affiliated actress with the Shanghai Film Studio only in 1984. In May 2013, Wu Jing was voted one of the 9 vice-chairpeople of the Shanghai Film Association. Personal life Wu Jing and her husband Zhang Yuan () appeared in many films together, such as Clown's Adventure (1990).	Erst 1975 erhielt sie eine Nebenrolle in dem Propagandafilm Breaking with Old Ideas. 1984 wurde sie Mitglied des Shanghai Film Studios. Im Mai 2013 wurde Wu Jing zu einer der 9 stellvertretenden Vorsitzenden der Shanghai Film Association gewählt. Privatleben Wu Jing und ihr Ehemann Zhang Yuan () spielten in vielen Filmen zusammen, wie z.B. in Clown's Adventure (1990).	Neutral	4	It wasn't until 1975 that she landed a supporting role in the propaganda film Breaking with Old Ideas. She became an affiliated actress with the Shanghai Film Studio only in 1984.	2.0	In May 2013, Wu Jing was voted one of the 9 vice-chairpeople of the Shanghai Film Association.	Personal life Wu Jing and her husband Zhang Yuan () appeared in many films together, such as Clown's Adventure (1990).	1.0	True
respondents	"In January 2015 an Armenian family of seven was massacred in their house at night by Russian deserter Valery Permyakov from the military base. He was soon apprehended, and anti-government and anti-Russian rallies ensued in Yerevan and Gyumri. A June 2015 poll in Armenia found that 55% of respondents ""find the presence of any other state’s or structure’s military bases in Armenia acceptable"", mostly citing the need of protection against Turkey (24%) and Azerbaijan (16%). On July, 2020, a Russian serviceman was found dead in an apartment he rented in the city."	"Im Januar 2015 wurde eine siebenköpfige armenische Familie nachts in ihrem Haus von dem russischen Deserteur Valery Permyakov aus der Militärbasis massakriert. Er wurde bald darauf festgenommen, woraufhin es in Eriwan und Gjumri zu regierungs- und russlandfeindlichen Kundgebungen kam. Eine Umfrage in Armenien vom Juni 2015 ergab, dass 55 % der Befragten ""die Anwesenheit von Militärstützpunkten anderer Staaten oder Strukturen in Armenien akzeptabel finden"", wobei die meisten die Notwendigkeit des Schutzes vor der Türkei (24 %) und Aserbaidschan (16 %) angaben. Im Juli 2020 wurde ein russischer Soldat tot in einer von ihm gemieteten Wohnung in der Stadt aufgefunden."	Neutral	4	In January 2015 an Armenian family of seven was massacred in their house at night by Russian deserter Valery Permyakov from the military base. He was soon apprehended, and anti-government and anti-Russian rallies ensued in Yerevan and Gyumri.	2.0	"A June 2015 poll in Armenia found that 55% of respondents ""find the presence of any other state’s or structure’s military bases in Armenia acceptable"", mostly citing the need of protection against Turkey (24%) and Azerbaijan (16%)."	On July, 2020, a Russian serviceman was found dead in an apartment he rented in the city.	1.0	True
respondents	"He adds: ""I don't think you can say with certainty that blondes are smarter than others, but you can definitely say they are not any dumber."" In Russia, according to a 2011 survey by the Southern Federal University, brunettes are considered more attractive than blondes. It is important to note that among the respondents in this study were 50% men and 50% women. Another study by the University of Tampa, which also used male and female students, found male students preferred brunette women over blonde women by 40%, while female students preferred brunette women over blonde women by 48% more."	"Er fügt hinzu: ""Ich glaube nicht, dass man mit Sicherheit sagen kann, dass Blondinen klüger sind als andere, aber man kann definitiv sagen, dass sie nicht dümmer sind."" In Russland werden laut einer Umfrage der Südlichen Föderalen Universität aus dem Jahr 2011 Brünette als attraktiver angesehen als Blondinen. Es ist wichtig anzumerken, dass unter den Befragten dieser Studie 50 % Männer und 50 % Frauen waren. Eine andere Studie der Universität von Tampa, die ebenfalls männliche und weibliche Studenten heranzog, ergab, dass männliche Studenten brünette Frauen um 40 % gegenüber blonden Frauen bevorzugten, während weibliche Studenten brünette Frauen um 48 % mehr gegenüber blonden Frauen bevorzugten."	Neutral	4	"He adds: ""I don't think you can say with certainty that blondes are smarter than others, but you can definitely say they are not any dumber."" In Russia, according to a 2011 survey by the Southern Federal University, brunettes are considered more attractive than blondes."	2.0	It is important to note that among the respondents in this study were 50% men and 50% women.	Another study by the University of Tampa, which also used male and female students, found male students preferred brunette women over blonde women by 40%, while female students preferred brunette women over blonde women by 48% more.	1.0	True
newcomers	The establishment of new Arab settlements during 7th and 8th century was relatively rare. The religious transformation of the land is evident with large congregation style mosques built in cities like Tiberias, Jarash, Beth Shean, Jerusalem and possibly Cesarea. However the establishment of these mosques point to the influx of Muslim newcomers, rather than to conversion of Jews and Christians to Islam. The settlement map of the land changed dramatically between 6th and 11th century.	Die Gründung neuer arabischer Siedlungen im 7. und 8. Jahrhundert war relativ selten. Die religiöse Umgestaltung des Landes wird durch den Bau großer Moscheen im Stil von Kirchengemeinden in Städten wie Tiberias, Jarash, Beth Shean, Jerusalem und möglicherweise Cesarea deutlich. Die Errichtung dieser Moscheen deutet jedoch eher auf den Zustrom muslimischer Neuankömmlinge als auf die Bekehrung von Juden und Christen zum Islam hin. Die Siedlungskarte des Landes hat sich zwischen dem 6. und 11.	Neutral	4	The establishment of new Arab settlements during 7th and 8th century was relatively rare. The religious transformation of the land is evident with large congregation style mosques built in cities like Tiberias, Jarash, Beth Shean, Jerusalem and possibly Cesarea.	2.0	However the establishment of these mosques point to the influx of Muslim newcomers, rather than to conversion of Jews and Christians to Islam.	The settlement map of the land changed dramatically between 6th and 11th century.	1.0	True
newcomers	The meeting place was moved from the Legislative Council Building to the new built Legislative Council Complex in 2011. The Democratic Alliance for the Betterment and Progress of Hong Kong remained the largest party with 10 seats. Notable newcomers to the Legislative Council included Regina Ip, Priscilla Leung, Wong Yuk-man, Tanya Chan, and Paul Tse. Major events  8 October 2008: The DAB member Jasper Tsang Yok-sing who was suggested also an underground member of the Communist Party of China was elected President of the Legislative Council, became the first partisan President.	Der Sitzungsort wurde 2011 vom Legislativratsgebäude in den neu errichteten Legislativratskomplex verlegt. Die Demokratische Allianz für die Verbesserung und den Fortschritt Hongkongs blieb mit 10 Sitzen die größte Partei. Zu den bemerkenswerten Neuzugängen im Legislativrat gehörten Regina Ip, Priscilla Leung, Wong Yuk-man, Tanya Chan und Paul Tse. Wichtige Ereignisse 8. Oktober 2008: Das DAB-Mitglied Jasper Tsang Yok-sing, der auch als Mitglied der Kommunistischen Partei Chinas im Untergrund vorgeschlagen wurde, wurde zum Präsidenten des Legislativrats gewählt und war damit der erste parteilose Präsident.	Neutral	4	The meeting place was moved from the Legislative Council Building to the new built Legislative Council Complex in 2011. The Democratic Alliance for the Betterment and Progress of Hong Kong remained the largest party with 10 seats.	2.0	Notable newcomers to the Legislative Council included Regina Ip, Priscilla Leung, Wong Yuk-man, Tanya Chan, and Paul Tse.	Major events  8 October 2008: The DAB member Jasper Tsang Yok-sing who was suggested also an underground member of the Communist Party of China was elected President of the Legislative Council, became the first partisan President.	1.0	True
newcomers	"In September 2015, Michelle Rodriguez stated that unlike Weaver and Lang, whose characters had also died in the first film, she would not return in Avatar 2. Several new cast announcements were made in 2017, with Joel David Moore, CCH Pounder and Matt Gerald all confirmed to return from the first film. Announced newcomers included Oona Chaplin, whose character, Varang, was described as ""a strong and vibrant central character who spans the entire saga of the sequels"", and Cliff Curtis as Tonowari, the leader of the Na'vi reef people clan of Metkayina. Eiza González also auditioned for Chaplin's role."	"Im September 2015 erklärte Michelle Rodriguez, dass sie im Gegensatz zu Weaver und Lang, deren Charaktere im ersten Film ebenfalls gestorben waren, in Avatar 2 nicht zurückkehren würde. 2017 wurden mehrere neue Darsteller angekündigt: Joel David Moore, CCH Pounder und Matt Gerald kehrten alle aus dem ersten Film zurück. Zu den angekündigten Neuzugängen gehörten Oona Chaplin, deren Figur Varang als ""eine starke und lebendige Hauptfigur, die die gesamte Saga der Fortsetzungen umspannt"" beschrieben wurde, und Cliff Curtis als Tonowari, der Anführer des Na'vi-Riffvolk-Clans von Metkayina. Eiza González sprach ebenfalls für Chaplins Rolle vor."	Neutral	4	In September 2015, Michelle Rodriguez stated that unlike Weaver and Lang, whose characters had also died in the first film, she would not return in Avatar 2. Several new cast announcements were made in 2017, with Joel David Moore, CCH Pounder and Matt Gerald all confirmed to return from the first film.	2.0	"Announced newcomers included Oona Chaplin, whose character, Varang, was described as ""a strong and vibrant central character who spans the entire saga of the sequels"", and Cliff Curtis as Tonowari, the leader of the Na'vi reef people clan of Metkayina."	Eiza González also auditioned for Chaplin's role.	1.0	True
sportspeople	The Beijing Paralympics were her first, and, as a 21-year-old, she was the first woman to represent Spain at the Paralympics in this sport. Going into the Games, she had a goal of lifting 85 kilograms and getting a Paralympic diploma. In May 2012, Zabala was on the shortlist of Spanish sportspeople from Asturias likely to compete at the London Paralympics. In June 2012, Sant Pedor, Barcelona hosted the Spain Powerlifting Championship which she won in the less than 52 kilogram class.	Die Paralympics in Peking waren ihre ersten, und als 21-Jährige war sie die erste Frau, die Spanien bei den Paralympics in dieser Sportart vertrat. Vor den Spielen hatte sie das Ziel, 85 Kilogramm zu heben und ein paralympisches Diplom zu erlangen. Im Mai 2012 stand Zabala auf der Liste der spanischen Sportler aus Asturien, die bei den Paralympics in London antreten sollten. Im Juni 2012 fand in Sant Pedor, Barcelona, die spanische Meisterschaft im Kraftdreikampf statt, die sie in der Klasse unter 52 Kilogramm gewann.	M	4	The Beijing Paralympics were her first, and, as a 21-year-old, she was the first woman to represent Spain at the Paralympics in this sport. Going into the Games, she had a goal of lifting 85 kilograms and getting a Paralympic diploma.	2.0	In May 2012, Zabala was on the shortlist of Spanish sportspeople from Asturias likely to compete at the London Paralympics.	In June 2012, Sant Pedor, Barcelona hosted the Spain Powerlifting Championship which she won in the less than 52 kilogram class.	1.0	True
workers	Although the local union had affiliated with the IWW, the IWW gave no financial help, choosing to focus its efforts and priorities on the Northwest Pacific Coast timber war. To cause a strike that would cripple the union financially, the Association blacklisted all union members associated with the Grabow riot. This gave the American Lumber Company at Merryville a pretext to dismiss 18 workers who had testified for the defense at the Grabow riot trial. The union then had no choice but to go out on strike again.	Obwohl die örtliche Gewerkschaft der IWW beigetreten war, leistete die IWW keine finanzielle Unterstützung, sondern konzentrierte ihre Bemühungen und Prioritäten auf den Holzkrieg an der nordwestlichen Pazifikküste. Um einen Streik herbeizuführen, der die Gewerkschaft finanziell lähmen würde, setzte die Vereinigung alle Gewerkschaftsmitglieder, die mit dem Grabow-Aufstand in Verbindung standen, auf eine schwarze Liste. Dies lieferte der American Lumber Company in Merryville einen Vorwand, um 18 Arbeiter zu entlassen, die im Grabow-Aufstandsprozess für die Verteidigung ausgesagt hatten. Die Gewerkschaft hatte daraufhin keine andere Wahl als erneut zu streiken.	M	4	Although the local union had affiliated with the IWW, the IWW gave no financial help, choosing to focus its efforts and priorities on the Northwest Pacific Coast timber war. To cause a strike that would cripple the union financially, the Association blacklisted all union members associated with the Grabow riot.	2.0	This gave the American Lumber Company at Merryville a pretext to dismiss 18 workers who had testified for the defense at the Grabow riot trial.	The union then had no choice but to go out on strike again.	1.0	True
sailors	America's war dead from three temporary cemeteries in the British Isles were consolidated into the Cambridge cemetery during an extensive cemetery construction project, and simultaneously the US Government repatriated approximately 58% of the existing war dead at the request of the surviving family members. Cambridge American Cemetery and Memorial was dedicated on 16 July 1956. The cemetery contains 3,809 headstones, with the remains of 3,812 servicemen, including airmen who died over Europe and sailors from North Atlantic convoys. The inscribed Wall of the Missing includes four representative statues of servicemen, sculpted by American artist Wheeler Williams.	"Die amerikanischen Kriegstoten von drei provisorischen Friedhöfen auf den Britischen Inseln wurden im Rahmen eines umfangreichen Friedhofsbauprojekts auf dem Cambridge-Friedhof zusammengeführt, und gleichzeitig repatriierte die US-Regierung auf Wunsch der Hinterbliebenen etwa 58 % der vorhandenen Kriegstoten. Der Cambridge American Cemetery and Memorial wurde am 16. Juli 1956 eingeweiht. Der Friedhof enthält 3.809 Grabsteine mit den sterblichen Überresten von 3.812 Soldaten, darunter über Europa gefallene Flieger und Matrosen aus Nordatlantik-Konvois. Die beschriftete ""Wall of the Missing"" umfasst vier repräsentative Statuen von Soldaten, die vom amerikanischen Künstler Wheeler Williams geschaffen wurden."	M	4	America's war dead from three temporary cemeteries in the British Isles were consolidated into the Cambridge cemetery during an extensive cemetery construction project, and simultaneously the US Government repatriated approximately 58% of the existing war dead at the request of the surviving family members. Cambridge American Cemetery and Memorial was dedicated on 16 July 1956.	2.0	The cemetery contains 3,809 headstones, with the remains of 3,812 servicemen, including airmen who died over Europe and sailors from North Atlantic convoys.	The inscribed Wall of the Missing includes four representative statues of servicemen, sculpted by American artist Wheeler Williams.	1.0	True
sailors	The initial patient was stable and recovering at a medical facility in San Antonio, Texas. In total, two sailors have been medically evacuated. Sailors are wearing PPE and N95 masks. , an amphibious assault ship with a Fleet Surgical Team, an intensive care unit, and ventilators, headed to the ship in case additional medical capacity was required.	Der erste Patient war stabil und erholte sich in einer medizinischen Einrichtung in San Antonio, Texas. Insgesamt wurden zwei Matrosen medizinisch evakuiert. Die Matrosen tragen PSA und N95-Masken. Ein amphibisches Angriffsschiff mit einem chirurgischen Flottenteam, einer Intensivstation und Beatmungsgeräten war auf dem Weg zum Schiff, falls zusätzliche medizinische Kapazitäten benötigt würden.	M	4	The initial patient was stable and recovering at a medical facility in San Antonio, Texas. In total, two sailors have been medically evacuated.	2.0	Sailors are wearing PPE and N95 masks.	, an amphibious assault ship with a Fleet Surgical Team, an intensive care unit, and ventilators, headed to the ship in case additional medical capacity was required.	1.0	True
