rid	seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
189	advocates	In some states (such as California), rape crisis counselors and domestic violence advocates hold a statutory privilege analogous to therapist–client privilege. (See, for example, 1035 Cal. Evidence Code for rape crisis advocates, and 1037.6 Cal. Evidence Code for domestic violence advocates).	In einigen Bundesstaaten (z. B. Kalifornien) genießen Berater in Vergewaltigungskrisen und Anwälte für häusliche Gewalt ein gesetzliches Privileg, das dem Therapeuten-Klienten-Privileg entspricht (siehe z. B. 1035 Cal. Evidence Code für Anwälte in Vergewaltigungskrisen und 1037.6 Cal. Evidence Code für Anwälte für häusliche Gewalt).	M	2						False
191	laypeople	Dance clothing was strongly related to shamanistic clothing, indicated by designs that reference the spiritual world. Gutskin clothing could also be donned for ceremonial purposes. Inuit shamans, called , usually wore garments like those of laypeople, but which included unique accessories or design elements to differentiate their spiritual status. The intricately designed parka of the  Qingailisaq, inspired by spiritual visions, is an example of such a garment.	Die Tanzkleidung war eng mit der Schamanenkleidung verwandt, was sich an den Mustern erkennen lässt, die auf die spirituelle Welt verweisen. Auch Kleidung aus Darmhaut konnte zu zeremoniellen Zwecken angelegt werden. Die Schamanen der Inuit, die so genannten Inuit-Schamanen, trugen in der Regel Kleidungsstücke, die denen der Laien ähnelten, jedoch mit einzigartigen Accessoires oder Designelementen versehen waren, um ihren spirituellen Status hervorzuheben. Der aufwendig gestaltete Parka der Qingailisaq, der von spirituellen Visionen inspiriert war, ist ein Beispiel für ein solches Kleidungsstück.	M	4	Dance clothing was strongly related to shamanistic clothing, indicated by designs that reference the spiritual world. Gutskin clothing could also be donned for ceremonial purposes.	2.0	Inuit shamans, called , usually wore garments like those of laypeople, but which included unique accessories or design elements to differentiate their spiritual status.	The intricately designed parka of the  Qingailisaq, inspired by spiritual visions, is an example of such a garment.	1.0	True
192	laypeople	"Spears started the Christian Life as a rival magazine to the London Inquirer, becoming the voice of conservative late Biblical Unitarianism with Samuel Sharpe, till the two publications were merged in July 1929, and ran for a short time as The Inquirer and Christian Life. Another magazine, the Unitarian Herald, ran from 1861 to 1889. Mission work The Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" was founded in 1806, largely by laypeople. It gave money to congregations that needed it and employed Richard Wright as an itinerant missionary."	"Spears gründete die Zeitschrift Christian Life als Konkurrenz zum London Inquirer und wurde zusammen mit Samuel Sharpe zum Sprachrohr des konservativen späten biblischen Unitarismus, bis die beiden Publikationen im Juli 1929 zusammengelegt wurden und für kurze Zeit unter dem Namen The Inquirer and Christian Life erschienen. Eine weitere Zeitschrift, der Unitarian Herald, wurde von 1861 bis 1889 herausgegeben. Missionsarbeit Der Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" (Unitarischer Fonds zur Förderung des Unitarismus durch volkstümliche Predigten) wurde 1806 größtenteils von Laien gegründet. Er verteilte Geld an Gemeinden, die es brauchten, und beschäftigte Richard Wright als Wandermissionar."	M	4	Spears started the Christian Life as a rival magazine to the London Inquirer, becoming the voice of conservative late Biblical Unitarianism with Samuel Sharpe, till the two publications were merged in July 1929, and ran for a short time as The Inquirer and Christian Life. Another magazine, the Unitarian Herald, ran from 1861 to 1889.	2.0	"Mission work The Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" was founded in 1806, largely by laypeople."	It gave money to congregations that needed it and employed Richard Wright as an itinerant missionary.	1.0	True
194	laypeople	Digital technology, the Internet, and specialized P2P software in turn substantially reduced the costs of file sharing. Social norms develop over time and necessarily emerge only with respect to conduct that is sufficiently feasible to become a social issue. A third factor springs from the fact that most laypeople do not know the precise scope of the monopoly that a copyright grants to the author (or copyright holder). Especially the distinction between legally recording a broadcast from radio / TV on one hand and illegally downloading the very same content on the other hand is difficult to place.	Die digitale Technologie, das Internet und spezialisierte P2P-Software haben die Kosten des Filesharings erheblich gesenkt. Soziale Normen entwickeln sich im Laufe der Zeit und entstehen zwangsläufig nur in Bezug auf Verhaltensweisen, die hinreichend praktikabel sind, um zu einem sozialen Problem zu werden. Ein dritter Faktor ergibt sich aus der Tatsache, dass die meisten Laien den genauen Umfang des Monopols, das ein Urheberrecht dem Autor (oder Urheberrechtsinhaber) einräumt, nicht kennen. Insbesondere die Unterscheidung zwischen der legalen Aufnahme einer Sendung aus dem Radio/Fernsehen auf der einen Seite und dem illegalen Herunterladen desselben Inhalts auf der anderen Seite ist schwer zu treffen.	M	4	Digital technology, the Internet, and specialized P2P software in turn substantially reduced the costs of file sharing. Social norms develop over time and necessarily emerge only with respect to conduct that is sufficiently feasible to become a social issue.	2.0	A third factor springs from the fact that most laypeople do not know the precise scope of the monopoly that a copyright grants to the author (or copyright holder).	Especially the distinction between legally recording a broadcast from radio / TV on one hand and illegally downloading the very same content on the other hand is difficult to place.	1.0	True
196	intermediaries	Guatemala – Odebrecht's operations in the country took place between 2013 and 2015, with estimated expenses of US$18 million in bribes. Guatemalan Attorney General Thelma Aldana said she would seek the collaboration of the United States Department of Justice and the Attorney General of Brazil to investigate the payment of bribes to the country's civil servants during the term of former president Otto Pérez Molina, arrested in 2015, accused of pocketing more than 50 percent of all customs revenue in the country. Mexico – Between 2010 and 2014, the Brazilian contractor paid a total of US$10.5 million to intermediaries in the country. The payment was confirmed by Odebrecht executives in testimony given in exchange for a sentence reduction from the US Department of Justice.	Guatemala - Odebrecht war zwischen 2013 und 2015 in dem Land tätig und hat schätzungsweise 18 Millionen US-Dollar an Bestechungsgeldern gezahlt. Die guatemaltekische Generalstaatsanwältin Thelma Aldana erklärte, sie werde die Zusammenarbeit mit dem US-Justizministerium und dem brasilianischen Generalstaatsanwalt suchen, um die Zahlung von Bestechungsgeldern an Beamte des Landes während der Amtszeit des 2015 verhafteten ehemaligen Präsidenten Otto Pérez Molina zu untersuchen, der beschuldigt wird, mehr als 50 Prozent aller Zolleinnahmen des Landes in die eigene Tasche gesteckt zu haben. Mexiko - Zwischen 2010 und 2014 hat das brasilianische Bauunternehmen insgesamt 10,5 Millionen US-Dollar an Vermittler in dem Land gezahlt. Die Zahlungen wurden von Führungskräften von Odebrecht in einer Aussage bestätigt, die sie im Gegenzug für eine Strafminderung durch das US-Justizministerium gemacht haben.	M	4	Guatemala – Odebrecht's operations in the country took place between 2013 and 2015, with estimated expenses of US$18 million in bribes. Guatemalan Attorney General Thelma Aldana said she would seek the collaboration of the United States Department of Justice and the Attorney General of Brazil to investigate the payment of bribes to the country's civil servants during the term of former president Otto Pérez Molina, arrested in 2015, accused of pocketing more than 50 percent of all customs revenue in the country.	2.0	Mexico – Between 2010 and 2014, the Brazilian contractor paid a total of US$10.5 million to intermediaries in the country.	The payment was confirmed by Odebrecht executives in testimony given in exchange for a sentence reduction from the US Department of Justice.	1.0	True
197	intermediaries	He issued a proclamation against the “Jewish-Communist clique”, calling for freedom, independence, and respect for human rights. Convinced that a new world war would soon break out between the Americans and the Soviets (Vin americanii! ), Dabija reached out in May 1948 to the United States authorities through several intermediaries, offering help with military actions to liberate Romania, only to be rebuffed. He developed a plan aiming at an armed insurrection in 1949, when the US–Soviet war was expected to begin.	In der Überzeugung, dass bald ein neuer Weltkrieg zwischen den Amerikanern und den Sowjets ausbrechen würde (Vin americanii!), wandte sich Dabija im Mai 1948 über mehrere Mittelsmänner an die US-Behörden und bot ihnen Hilfe bei militärischen Aktionen zur Befreiung Rumäniens an, wurde jedoch abgewiesen. Er entwickelte einen Plan für einen bewaffneten Aufstand im Jahr 1949, als der amerikanisch-sowjetische Krieg beginnen sollte.	M	3						False
199	intermediaries	"Under Pius XII After his election in 1939, Pope Pius XII retained Nogara as the head of the Special Administration. Pius XII met regularly with Nogara, as had his predecessor, keeping a close eye on the investment holding of the Holy See. Pius XII managed Nogara directly, with no intermediaries, and no notes were taken during their conferences (nor do any documents relating to Nogara exist in the ADSS). The information from this period of Nogara's tenure is relatively ""scanty"" (compared to the period 1931-1939, documented by Nogara himself), although much is contained in the US national archives due to Nogara's transactions with New York banks."	"Unter Pius XII. Nach seiner Wahl 1939 behielt Papst Pius XII. Nogara als Leiter der Sonderverwaltung bei. Pius XII. traf sich wie sein Vorgänger regelmäßig mit Nogara, um die Investitionen des Heiligen Stuhls im Auge zu behalten. Pius XII. verwaltete Nogara direkt, ohne Vermittler, und bei ihren Konferenzen wurden keine Notizen gemacht (und im ADSS gibt es auch keine Dokumente über Nogara). Die Informationen aus dieser Periode von Nogaras Amtszeit sind relativ spärlich"" (im Vergleich zur Periode 1931-1939, die von Nogara selbst dokumentiert wurde), obwohl aufgrund von Nogaras Geschäften mit New Yorker Banken viel in den US-Nationalarchiven vorhanden ist."	M	4	Under Pius XII After his election in 1939, Pope Pius XII retained Nogara as the head of the Special Administration. Pius XII met regularly with Nogara, as had his predecessor, keeping a close eye on the investment holding of the Holy See.	2.0	Pius XII managed Nogara directly, with no intermediaries, and no notes were taken during their conferences (nor do any documents relating to Nogara exist in the ADSS).	"The information from this period of Nogara's tenure is relatively ""scanty"" (compared to the period 1931-1939, documented by Nogara himself), although much is contained in the US national archives due to Nogara's transactions with New York banks."	1.0	True
201	operators	"In the event of erroneous Angle of Attack (AOA) input, the pitch trim system can trim the stabilizer nose down in increments lasting up to 10 seconds."" The FAA had removed reference to MCAS from its draft EAD. November 10, Boeing referred publicly for the first time to the MCAS by name in a Multi Operator Message to operators. The MCAS control law, a few lines of software code in the , could autonomously command nosedives, when even a single sensor failure resulted in bad data; MCAS was omitted from aircraft manuals and training, therefore flight crews had no knowledge of its existence or functioning until Boeing published a bulletin on November 6."	Die FAA hatte den Hinweis auf MCAS aus ihrem Entwurf des Europäischen Bewertungsdokuments entfernt. Am 10. November wies Boeing in einer Multi Operator Message an die Betreiber zum ersten Mal öffentlich auf das MCAS hin. Das MCAS-Steuerungsgesetz, ein paar Zeilen Softwarecode im Flugzeug, konnte autonom Sturzflüge befehlen, wenn auch nur ein einziger Sensorausfall zu schlechten Daten führte; MCAS wurde in den Handbüchern und in der Ausbildung des Flugzeugs nicht erwähnt, so dass die Flugbesatzungen bis zur Veröffentlichung eines Bulletins durch Boeing am 6. November keine Kenntnis von seiner Existenz oder Funktionsweise hatten.	M	4	"In the event of erroneous Angle of Attack (AOA) input, the pitch trim system can trim the stabilizer nose down in increments lasting up to 10 seconds."" The FAA had removed reference to MCAS from its draft EAD."	2.0	November 10, Boeing referred publicly for the first time to the MCAS by name in a Multi Operator Message to operators.	The MCAS control law, a few lines of software code in the , could autonomously command nosedives, when even a single sensor failure resulted in bad data; MCAS was omitted from aircraft manuals and training, therefore flight crews had no knowledge of its existence or functioning until Boeing published a bulletin on November 6.	1.0	True
202	operators	"The framework of safety duties in the Act seeks to give practical effect to the so-called ""chain of responsibility"" concept in the rail safety sector. That concept seeks to identify the parties who are in a sufficient position of control over risks, in this case to safety, and to allocate responsibility by law accordingly. Accreditation scheme  Two key parties responsible for the direct operation of railways in Victoria, rail infrastructure managers and rolling stock operators, are not permitted to operate under the Act unless they are granted accreditation by the regulator. The purpose of accreditation is to attest to an operator's competence and capacity to manage the risks to safety associated with their rail operations."	"Mit dem Rahmen der Sicherheitspflichten im Gesetz soll das Konzept der so genannten ""Verantwortungskette"" im Bereich der Eisenbahnsicherheit in die Praxis umgesetzt werden. Dieses Konzept zielt darauf ab, die Parteien zu identifizieren, die in einer ausreichenden Position sind, um die Risiken, in diesem Fall die Sicherheit, zu kontrollieren, und die Verantwortung per Gesetz entsprechend zuzuweisen. Akkreditierungssystem Zwei wichtige Parteien, die für den direkten Betrieb von Eisenbahnen in Victoria verantwortlich sind, nämlich die Betreiber der Eisenbahninfrastruktur und die Betreiber von rollendem Material, dürfen gemäß dem Gesetz nur dann tätig werden, wenn sie von der Regulierungsbehörde akkreditiert wurden. Der Zweck der Akkreditierung besteht darin, die Kompetenz und die Fähigkeit eines Betreibers zu bescheinigen, die mit dem Eisenbahnbetrieb verbundenen Sicherheitsrisiken zu bewältigen."	M	5						False
204	operators	The Squalus rescue  Momsen, already famous for the invention of his Momsen lung, achieved even more fame for directing the rescue and recovery of the 33 crewmen of the submarine Squalus, which sank in May 1939 in  of water off the Isles of Shoals, New Hampshire. Working from the submarine rescue ship USS Falcon (ASR-2), Momsen instructed the team of deep-sea divers as they dived to the submarine and attached cables to the rescue chamber. He also supervised rescue chamber operators  as it made four dives to bring the submariners to the surface and a fifth to check the flooded aft section for survivors. The fourth dive was marred by a cable jam, and the chamber had to be hauled to the surface by hand over hand pulling by all on board.	Die Squalus-Rettung Momsen, der bereits für die Erfindung seiner Momsen-Lunge berühmt war, erlangte noch mehr Berühmtheit, als er die Rettung und Bergung der 33 Besatzungsmitglieder des U-Boots Squalus leitete, das im Mai 1939 vor den Isles of Shoals, New Hampshire, gesunken war. Vom U-Boot-Rettungsschiff USS Falcon (ASR-2) aus instruierte Momsen das Team von Tiefseetauchern, die zum U-Boot tauchten und Kabel an der Rettungskammer anbrachten. Er beaufsichtigte auch die Bediener der Rettungskammer, die vier Tauchgänge unternahm, um die U-Boot-Besatzung an die Oberfläche zu bringen, und einen fünften, um das überflutete Heck nach Überlebenden zu durchsuchen. Der vierte Tauchgang wurde durch eine Kabelverstopfung beeinträchtigt, und die Kammer musste von allen an Bord per Handzug an die Oberfläche gezogen werden.	M	4	The Squalus rescue  Momsen, already famous for the invention of his Momsen lung, achieved even more fame for directing the rescue and recovery of the 33 crewmen of the submarine Squalus, which sank in May 1939 in  of water off the Isles of Shoals, New Hampshire. Working from the submarine rescue ship USS Falcon (ASR-2), Momsen instructed the team of deep-sea divers as they dived to the submarine and attached cables to the rescue chamber.	2.0	He also supervised rescue chamber operators  as it made four dives to bring the submariners to the surface and a fifth to check the flooded aft section for survivors.	The fourth dive was marred by a cable jam, and the chamber had to be hauled to the surface by hand over hand pulling by all on board.	1.0	True
206	hosts	Each episode features teams of two building Lego projects from a vast array of bricks and parts to meet both creative and practical goals set by the challenge for a particular episode. The show is hosted and executive produced by Will Arnett, with Lego Group creative designers Amy Corbett and Jamie Berard serving as the show's judges. Various guest stars have also served as hosts and judges. On December 3, 2021, the series was renewed for a third season set to premiere in 2022.	In jeder Folge bauen Zweierteams Lego-Projekte aus einer Vielzahl von Steinen und Teilen, um sowohl kreative als auch praktische Ziele zu erreichen, die durch die Herausforderung einer bestimmten Folge vorgegeben sind. Die Show wird von Will Arnett moderiert und produziert, wobei die Kreativdesigner der Lego Group, Amy Corbett und Jamie Berard, als Juroren der Show fungieren. Verschiedene Gaststars haben ebenfalls als Moderatoren und Juroren fungiert. Am 3. Dezember 2021 wurde die Serie für eine dritte Staffel verlängert, die im Jahr 2022 Premiere haben soll.	M	4	Each episode features teams of two building Lego projects from a vast array of bricks and parts to meet both creative and practical goals set by the challenge for a particular episode. The show is hosted and executive produced by Will Arnett, with Lego Group creative designers Amy Corbett and Jamie Berard serving as the show's judges.	2.0	Various guest stars have also served as hosts and judges.	On December 3, 2021, the series was renewed for a third season set to premiere in 2022.	1.0	True
209	hosts	He is currently co-host of SBS World News on Special Broadcasting Service (SBS). Career Enus presented SBS World News Australia late edition, which aired on weeknights at 9.30pm until December 2007. Due to the departure of both Mary Kostakidis and Stan Grant as co-hosts of SBS World News Australia, Enus was appointed co-host of the bulletin on 17 December 2007. Enus has been a news presenter and journalist for over 25 years.	Er ist derzeit Co-Moderator von SBS World News auf Special Broadcasting Service (SBS). Karriere Enus moderierte die Spätausgabe von SBS World News Australia, die bis Dezember 2007 wochentags um 21.30 Uhr ausgestrahlt wurde. Aufgrund des Ausscheidens von Mary Kostakidis und Stan Grant als Co-Moderatoren von SBS World News Australia wurde Enus am 17. Dezember 2007 zum Co-Moderator des Bulletins ernannt. Enus ist seit über 25 Jahren als Nachrichtenmoderator und Journalist tätig.	M	4	He is currently co-host of SBS World News on Special Broadcasting Service (SBS). Career Enus presented SBS World News Australia late edition, which aired on weeknights at 9.30pm until December 2007.	2.0	Due to the departure of both Mary Kostakidis and Stan Grant as co-hosts of SBS World News Australia, Enus was appointed co-host of the bulletin on 17 December 2007.	Enus has been a news presenter and journalist for over 25 years.	1.0	True
210	participants	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies. The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process. Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	Der Verwaltungsrat sollte einen Haushalt genehmigen und Richtlinien für die Ressourcenzuteilung aufstellen, die die strategischen Prioritäten widerspiegeln. Die Verwaltungsräte sollten eine offene Kommunikation mit den Campus-Beteiligten sicherstellen. Der Verwaltungsrat sollte sich zu Rechenschaftspflicht und Transparenz verpflichten und das Verhalten vorleben, das er von den anderen Teilnehmern am Verwaltungsprozess erwartet. Die Verwaltungsräte tragen die letztendliche Verantwortung für die Ernennung und Bewertung der Leistung des Präsidenten.	M	4	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies.	2.0	The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process.	Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	1.0	True
212	participants	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others. To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people. The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	Dies deutet darauf hin, dass die Zuschreibung von sozialem Wert an Menschen und Dinge auf ähnlichen grundlegenden neuronalen Mechanismen beruht und nicht auf spezialisierten neuronalen Schaltkreisen. Ein anderer Forschungszweig untersucht, wie das Gehirn die dynamische soziale Struktur verfolgt, wenn Menschen mit anderen interagieren. Um dies zu untersuchen, entwickelte Schillers Team ein soziales Spiel, bei dem die Teilnehmer in einer imaginären Stadt ankommen und einen Job und eine Wohnung finden müssen, indem sie mit den Bewohnern der Stadt interagieren. Die Studie ergab, dass die Position jedes Charakters in Bezug auf den Teilnehmer bei jeder Interaktion durch Polarkoordinaten in einem zweidimensionalen Achsensystem von Macht und Zugehörigkeit beschrieben werden konnte und dass diese Koordinaten während des gesamten Spiels durch den Hippocampus und den posterioren cingulären Cortex kodiert wurden.	M	4	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others.	2.0	To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people.	The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	1.0	True
214	participants	"The Trinidad and Tobago Carnival is an annual event held on the Monday and Tuesday before Ash Wednesday in Trinidad and Tobago. The event is well known for participants' colorful costumes and exuberant celebrations. There are numerous cultural events such as ""band launch fetes"" running in the lead up to the street parade on Carnival Monday and Tuesday."	"Der Karneval von Trinidad und Tobago findet alljährlich am Montag und Dienstag vor Aschermittwoch in Trinidad und Tobago statt. Die Veranstaltung ist bekannt für die farbenfrohen Kostüme der Teilnehmer und die ausgelassenen Feiern. Im Vorfeld der Straßenparade am Karnevalsmontag und -dienstag finden zahlreiche kulturelle Veranstaltungen wie z. B. ""Band Launch Fetes"" statt."	M	3						False
215	lawyers	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits. The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day. Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	Innerhalb der ersten zwei Jahre nach Verabschiedung dieses Gesetzes verzeichneten die Gerichte einen exponentiellen Anstieg der Khulʿ-Klagen. Das Gesetz muss jedoch noch vom Parlament verabschiedet werden und wird bis heute von vielen Juristen verurteilt. Nigeria Khulʿ ist die häufigste Form der Scheidung im Norden Nigerias.	M	4	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits.	2.0	The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day.	Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	1.0	True
217	lawyers	Cohen has served as the committee Consultant for the National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public, and was the president of the Institute for Integrative and Energy Medicine in Newport Beach, California. He is also a yoga practitioner and author of articles for yoga instructors, as well as medical and legal professionals. Publishing Cohen's first book was Creative Writing for Lawyers, which was published in 1990. The book was intended to draw the natural fictional talents of lawyers, with the idea that legal and fictional writing are compatible genres.	Cohen war Berater des National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public und Präsident des Institute for Integrative and Energy Medicine in Newport Beach, Kalifornien. Außerdem praktiziert er Yoga und ist Autor von Artikeln für Yogalehrer, Mediziner und Juristen. 1990 veröffentlichte Cohen sein erstes Buch Creative Writing for Lawyers (Kreatives Schreiben für Juristen), das die natürlichen fiktionalen Talente von Juristen nutzen sollte, da juristisches und fiktionales Schreiben miteinander vereinbar sind.	M	4	Cohen has served as the committee Consultant for the National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public, and was the president of the Institute for Integrative and Energy Medicine in Newport Beach, California. He is also a yoga practitioner and author of articles for yoga instructors, as well as medical and legal professionals.	2.0	Publishing Cohen's first book was Creative Writing for Lawyers, which was published in 1990.	The book was intended to draw the natural fictional talents of lawyers, with the idea that legal and fictional writing are compatible genres.	1.0	True
219	lawyers	In the 2nd episode of Season 8, Carla is killed in a car accident. Peter takes Reese into his full custody, but when Roger continues to appeal for time with his stepson, Peter insists that Roger move on with his life and stay away. Roger sues Peter for custody of Reese, and his lawyers force Peter to address the fact that he may not be Reese's biological father. Peter takes another paternity test and this time learns the truth—he is not Reese's biological father.	In der zweiten Folge von Staffel 8 kommt Carla bei einem Autounfall ums Leben. Peter nimmt Reese in seine volle Obhut, aber als Roger weiterhin um Zeit mit seinem Stiefsohn bittet, besteht Peter darauf, dass Roger mit seinem Leben weitermacht und sich von ihm fernhält. Roger verklagt Peter auf das Sorgerecht für Reese, und seine Anwälte zwingen Peter dazu, sich mit der Tatsache auseinanderzusetzen, dass er möglicherweise nicht der biologische Vater von Reese ist. Peter macht einen weiteren Vaterschaftstest und erfährt diesmal die Wahrheit - er ist nicht der biologische Vater von Reese.	M	4	In the 2nd episode of Season 8, Carla is killed in a car accident. Peter takes Reese into his full custody, but when Roger continues to appeal for time with his stepson, Peter insists that Roger move on with his life and stay away.	2.0	Roger sues Peter for custody of Reese, and his lawyers force Peter to address the fact that he may not be Reese's biological father.	Peter takes another paternity test and this time learns the truth—he is not Reese's biological father.	1.0	True
221	speculators	The incumbent National Party campaigned to build 200,000 houses over the next six years while the opposition Labour Party vowed to build 100,000 houses over the next decade as part of its KiwiBuild scheme. The populist New Zealand First promised to restrict foreign investment and the sale of houses and farmland to New Zealand citizens and permanent residents. Labour also campaigned on banning foreign speculators from buying existing houses, taxing property speculators, and making it easier for first-time buyers to purchase homes. Legislative passage Following the 2017 general election held on 23 September 2017, none of the parties in the New Zealand House of Representatives had enough seats to govern alone.	Die amtierende National Party warb damit, in den nächsten sechs Jahren 200.000 Häuser zu bauen, während die oppositionelle Labour Party versprach, im Rahmen ihres KiwiBuild-Programms in den nächsten zehn Jahren 100.000 Häuser zu bauen. Die populistische New Zealand First versprach, ausländische Investitionen und den Verkauf von Häusern und Ackerland an neuseeländische Staatsbürger und Personen mit ständigem Wohnsitz einzuschränken. Labour warb auch damit, ausländischen Spekulanten den Kauf von bestehenden Häusern zu verbieten, Immobilienspekulanten zu besteuern und Erstkäufern den Erwerb von Häusern zu erleichtern. Gesetzgebung Nach den Parlamentswahlen 2017 am 23. September 2017 hatte keine der Parteien im neuseeländischen Repräsentantenhaus genügend Sitze, um allein zu regieren.	M	4	The incumbent National Party campaigned to build 200,000 houses over the next six years while the opposition Labour Party vowed to build 100,000 houses over the next decade as part of its KiwiBuild scheme. The populist New Zealand First promised to restrict foreign investment and the sale of houses and farmland to New Zealand citizens and permanent residents.	2.0	Labour also campaigned on banning foreign speculators from buying existing houses, taxing property speculators, and making it easier for first-time buyers to purchase homes.	Legislative passage Following the 2017 general election held on 23 September 2017, none of the parties in the New Zealand House of Representatives had enough seats to govern alone.	1.0	True
222	speculators	"By 1654 Saunders and Turner were purchasing property in Newport, Rhode Island. Saunders was recorded as a Freeman in the town of Newport in 1655. Founding and settlement of Westerly, RI  With the permission of the colonial legislature, a group of Rhode Island speculators purchased a tract of land called ""Misquamicut"" from the Indian Chief, Sosoa (a.k.a. Ninigret), Chief Sachem of the Niantic Tribe."	"1654 erwarben Saunders und Turner Grundstücke in Newport, Rhode Island. 1655 wurde Saunders als Freeman in der Stadt Newport eingetragen. Gründung und Besiedlung von Westerly, RI Mit Genehmigung der kolonialen Legislative erwarb eine Gruppe von Spekulanten aus Rhode Island ein Stück Land namens ""Misquamicut"" vom Indianerhäuptling Sosoa (auch bekannt als Ninigret), dem Häuptling des Niantic-Stammes."	M	3						False
223	speculators	To persuade the legislature to give up the ore tax, US Steel agreed to build a manufacturing complex in Duluth, and produce some finished materials and products within the state that supplied the most iron ore to the company. US Steel carried coal and other raw materials in their ships up the Great Lakes to Duluth in their otherwise empty cargo holds; they filled the freighters with iron ore to return to the mills on the lower lakes, especially in Illinois and Ohio. Many speculators thought that Duluth would become a massive manufacturing center, second only to Pittsburgh or Chicago, but these ambitions never came close to being realized. The Minnesota Steel Company, which was incorporated by U.S. Steel in 1907, was the subsidiary operating unit of U.S. Steel in Duluth.	Um die Legislative davon zu überzeugen, auf die Erzsteuer zu verzichten, erklärte sich US Steel bereit, in Duluth einen Produktionskomplex zu errichten und einige Endprodukte in dem Bundesstaat zu produzieren, der das meiste Eisenerz an das Unternehmen lieferte. US Steel transportierte Kohle und andere Rohstoffe in ihren Schiffen auf den Großen Seen bis nach Duluth in ihren ansonsten leeren Laderäumen; sie füllten die Frachter mit Eisenerz, um es zu den Werken an den unteren Seen, insbesondere in Illinois und Ohio, zurückzubringen. Viele Spekulanten dachten, dass Duluth ein riesiges Produktionszentrum werden würde, das nur von Pittsburgh oder Chicago übertroffen würde, aber diese Ambitionen wurden nie annähernd verwirklicht. Die Minnesota Steel Company, die 1907 von US Steel gegründet wurde, war die Tochtergesellschaft von US Steel in Duluth.	M	4	To persuade the legislature to give up the ore tax, US Steel agreed to build a manufacturing complex in Duluth, and produce some finished materials and products within the state that supplied the most iron ore to the company. US Steel carried coal and other raw materials in their ships up the Great Lakes to Duluth in their otherwise empty cargo holds; they filled the freighters with iron ore to return to the mills on the lower lakes, especially in Illinois and Ohio.	2.0	Many speculators thought that Duluth would become a massive manufacturing center, second only to Pittsburgh or Chicago, but these ambitions never came close to being realized.	The Minnesota Steel Company, which was incorporated by U.S. Steel in 1907, was the subsidiary operating unit of U.S. Steel in Duluth.	1.0	True
