rid	seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
183	supervisors	She is not identifiable in the photo, but after it went viral she posted it on her social media accounts and voluntarily identified herself to the company's human resources department that she is the person in it. Four months after being fired, she sued the company for wrongful termination and for additional severance pay. In the 2019 Virginia elections, Briskman was elected to the board of supervisors for Loudoun County, Virginia. NANA Regional Corporation  NANA Regional Corporation, headquartered in Kotzebue, Alaska, is an Alaska Native Corporation with a land base of approximately 36,000 square miles (roughly the size of Indiana) in Northwest Alaska centered on the Kotzebue Sound and its tributaries.	Sie ist auf dem Foto nicht identifizierbar, aber nachdem es viral wurde, hat sie es in ihren Social-Media-Konten gepostet und sich freiwillig beim Personalwesen des Unternehmens gemeldet, dass sie die abgebildete Person ist. Vier Monate nach ihrer Kündigung verklagte sie das Unternehmen wegen unrechtmäßiger Kündigung und zusätzlicher Abfindungszahlungen. Bei den Wahlen in Virginia 2019 wurde Briskman in den Vorstand für den Bezirk Loudoun County, Virginia, gewählt.   NANA Regional Corporation  Die NANA Regional Corporation mit Hauptsitz in Kotzebue, Alaska, ist ein Alaska Native Corporation mit einer Grundfläche von etwa 36.000 Quadratmeilen (ungefähr in der Größe von Indiana) im nordwestlichen Alaska, das sich auf das Kotzebue Sound und seine Nebenflüsse konzentriert.	Neutral	4	She is not identifiable in the photo, but after it went viral she posted it on her social media accounts and voluntarily identified herself to the company's human resources department that she is the person in it. Four months after being fired, she sued the company for wrongful termination and for additional severance pay.	2.0	In the 2019 Virginia elections, Briskman was elected to the board of supervisors for Loudoun County, Virginia.	NANA Regional Corporation  NANA Regional Corporation, headquartered in Kotzebue, Alaska, is an Alaska Native Corporation with a land base of approximately 36,000 square miles (roughly the size of Indiana) in Northwest Alaska centered on the Kotzebue Sound and its tributaries.	1.0	True
185	advocates	There is only 1 advocate's chamber in each federal subject of Russia. Each advocate can be the member of only 1 advocate's chamber and can be listed in the register of advocates of the relevant federal subject of Russia only. In case of relocation to another region, the advocate ceases to be a member of the advocate's chamber and should be excluded from register of advocates at the old place of residence (advocate's certificate should be returned to the subdivision of the Ministry of Justice of the Russian Federation, which issued it), and after that he becomes a member of the advocate's chamber and is included in the register of advocates at the new place of residence (where he receive new advocate's certificate) without any exams. Each advocate can carry out his professional activity throughout Russia, regardless of membership in particular regional advocate's chamber and regardless of particular regional register where he is listed in.	Es gibt nur 1 Rechtsanwaltskammer in jedem Föderationssubjekt Russlands. Jeder Rechtsanwalt kann nur Mitglied einer Rechtsanwaltskammer sein und nur im Register der Rechtsanwälte des jeweiligen Föderationssubjekts Russlands aufgeführt sein. Im Falle eines Umzugs in eine andere Region hört der Rechtsanwalt auf, Mitglied der Rechtsanwaltskammer zu sein und sollte aus dem Register der Anwälte am alten Wohnort ausgeschlossen werden (die Anwaltsurkunde sollte an die Unterabteilung des Justizministeriums der Russischen Föderation zurückgegeben werden, das sie ausgestellt hat), und danach wird er Mitglied der Rechtsanwaltskammer und wird im Register der Anwälte am neuen Wohnort aufgenommen (wo er eine neue Anwaltsurkunde erhält) ohne Prüfungen. Jeder Rechtsanwalt kann seine berufliche Tätigkeit in ganz Russland ausüben, unabhängig von der Mitgliedschaft in einer bestimmten regionalen Rechtsanwaltskammer und unabhängig von dem konkreten regionalen Register, in dem er aufgeführt ist.	M	4	There is only 1 advocate's chamber in each federal subject of Russia. Each advocate can be the member of only 1 advocate's chamber and can be listed in the register of advocates of the relevant federal subject of Russia only.	2.0	In case of relocation to another region, the advocate ceases to be a member of the advocate's chamber and should be excluded from register of advocates at the old place of residence (advocate's certificate should be returned to the subdivision of the Ministry of Justice of the Russian Federation, which issued it), and after that he becomes a member of the advocate's chamber and is included in the register of advocates at the new place of residence (where he receive new advocate's certificate) without any exams.	Each advocate can carry out his professional activity throughout Russia, regardless of membership in particular regional advocate's chamber and regardless of particular regional register where he is listed in.	1.0	True
187	advocates	"Arkansas Game and Fish Commission v. United States, 568 U.S. 23 (2012), is a decision by the Supreme Court of the United States holding that it was possible for government-induced, temporary flooding to constitute a ""taking"" of property under the Fifth Amendment to the U.S. Constitution, such that compensation could be owed to the owner of the flooded property. The case was brought by an Arkansas state agency, alleging that federal flood control practices along the Black River had damaged valuable timber on state-owned lands. The Commission's lawsuit was supported by advocates for property rights, as well as by fish, forestry and wildlife groups. In opposition, the federal government cited the concern that an adverse ruling could expose it to massive liability for its nationwide flood control efforts."	"Die Entscheidung ""Arkansas Game and Fish Commission gegen Vereinigte Staaten, 568 U.S. 23 (2012), wurde vom Obersten Gerichtshof der Vereinigten Staaten getroffen. Sie besagt, dass es möglich war, dass regierungsinduzierte, temporäre Überschwemmungen eine ""Enteignung"" von Eigentum gemäß dem Fünften Zusatzartikel der Verfassung der Vereinigten Staaten darstellten, sodass dem Eigentümer des überfluteten Grundstücks möglicherweise eine Entschädigung zustehen könnte. Der Fall wurde von einer staatlichen Behörde in Arkansas eingereicht, die behauptete, dass durch Bundesflutkontrollpraktiken entlang des Black River wertvolles Holz auf staatseigenen Grundstücken beschädigt worden sei. Die Klage der Kommission wurde von Befürwortern des Eigentumsrechts, sowie von Fischerei-, Forst- und Naturschutzgruppen unterstützt. Die Bundesregierung hingegen hob die Bedenken hervor, dass ein ungünstiges Urteil sie einer massiven Haftung für ihre landesweiten Flutkontrollbemühungen aussetzen könnte."""	M	4	"Arkansas Game and Fish Commission v. United States, 568 U.S. 23 (2012), is a decision by the Supreme Court of the United States holding that it was possible for government-induced, temporary flooding to constitute a ""taking"" of property under the Fifth Amendment to the U.S. Constitution, such that compensation could be owed to the owner of the flooded property. The case was brought by an Arkansas state agency, alleging that federal flood control practices along the Black River had damaged valuable timber on state-owned lands."	2.0	The Commission's lawsuit was supported by advocates for property rights, as well as by fish, forestry and wildlife groups.	In opposition, the federal government cited the concern that an adverse ruling could expose it to massive liability for its nationwide flood control efforts.	1.0	True
188	advocates	Its mission is to create an inclusive digital world for people of all abilities. Knowbility's signature program is the Accessibility Internet Rally, a web-building competition that brings together volunteer web designers to create accessible websites for nonprofit organizations and artists that serve communities all over the world. History Knowbility grew from a community collaboration in 1998 among advocates in Austin, Texas that represented a wide array of businesses, government agencies, and nonprofit organizations dedicated to improving digital accessibility awareness and skills. As Austin became a tech hub, civic leaders set out to create a program to engage website designers and information technology developers in disability issues.	Die Mission von Knowbility besteht darin, eine inklusive digitale Welt für Menschen mit unterschiedlichen Fähigkeiten zu erschaffen. Das Hauptprogramm von Knowbility ist der Accessibility Internet Rally, ein Wettbewerb zur Erstellung barrierefreier Websites für gemeinnützige Organisationen und Künstler, die Gemeinden auf der ganzen Welt unterstützen. Geschichte: Knowbility wurde 1998 aus einer Zusammenarbeit der Befürworter in Austin, Texas gegründet, die eine Vielzahl von Unternehmen, Regierungsstellen und gemeinnützigen Organisationen repräsentierten und sich der Verbesserung des Bewusstseins für digitale Barrierefreiheit und Fähigkeiten widmeten. Als Austin zu einem Technologiezentrum wurde, beschlossen die zivilen Führungskräfte, ein Programm zu entwickeln, um Website-Designer und Informations-Technologie-Entwickler für Fragen der Behinderung zu engagieren.	M	4	Its mission is to create an inclusive digital world for people of all abilities. Knowbility's signature program is the Accessibility Internet Rally, a web-building competition that brings together volunteer web designers to create accessible websites for nonprofit organizations and artists that serve communities all over the world.	2.0	History Knowbility grew from a community collaboration in 1998 among advocates in Austin, Texas that represented a wide array of businesses, government agencies, and nonprofit organizations dedicated to improving digital accessibility awareness and skills.	As Austin became a tech hub, civic leaders set out to create a program to engage website designers and information technology developers in disability issues.	1.0	True
190	laypeople	Finally, there was also an entire tradition that traces its origins to Maudgalyayana, or to a follower of him, called Dharmagupta: this is the Dharmaguptaka school, one of the early Buddhist schools. Relics   In a Pali Jātaka account, the Buddha is said to have had the ashes of Maudgalyāyana collected and kept in a stūpa in the gateway of the Veluvaḷa. In two other accounts, however, one from the Dharmaguptaka and the other from the Mūlasarvāstivāda tradition, Anāthapiṇḍika and other laypeople requested the Buddha to build a stūpa in honor of Maudgalyāyana. According to the Divyāvadāna, emperor Ashoka visited the stūpa and made an offering, on the advice of Upagupta Thera.	Schließlich gab es auch eine ganze Tradition, die ihre Ursprünge auf Maudgalyayana oder einem Anhänger namens Dharmagupta zurückführt: dies ist die Dharmaguptaka-Schule, eine der frühen buddhistischen Schulen. Relikte   In einer Pali-Jātaka-Erzählung soll der Buddha die Asche von Maudgalyāyana gesammelt und in einem stūpa im Eingang des Veluvaḷa aufbewahrt haben. In zwei anderen Erzählungen, eine aus der Dharmaguptaka- und die andere aus der Mūlasarvāstivāda-Tradition, baten jedoch Anāthapiṇḍika und andere Laien den Buddha, einen stūpa zu Ehren von Maudgalyāyana zu bauen. Laut dem Divyāvadāna besuchte der Kaiser Ashoka den stūpa und brachte auf Anraten von Upagupta Thera ein Opfer dar.	M	5						False
191	laypeople	Dance clothing was strongly related to shamanistic clothing, indicated by designs that reference the spiritual world. Gutskin clothing could also be donned for ceremonial purposes. Inuit shamans, called , usually wore garments like those of laypeople, but which included unique accessories or design elements to differentiate their spiritual status. The intricately designed parka of the  Qingailisaq, inspired by spiritual visions, is an example of such a garment.	Tanzkleidung stand in enger Verbindung zu schamanistischer Kleidung, wie durch Designs erkennbar, die auf die spirituelle Welt verweisen. Gutsleider konnten auch zu zeremoniellen Anlässen getragen werden. Inuit-Schamanen, genannt [insert name], trugen in der Regel Kleidungsstücke ähnlich wie Laien, aber mit einzigartigen Accessoires oder Designelementen, um ihren spirituellen Status zu unterscheiden. Das aufwändig gestaltete Parka des Qingailisaq, inspiriert von spirituellen Visionen, ist ein Beispiel für ein solches Kleidungsstück.	M	4	Dance clothing was strongly related to shamanistic clothing, indicated by designs that reference the spiritual world. Gutskin clothing could also be donned for ceremonial purposes.	2.0	Inuit shamans, called , usually wore garments like those of laypeople, but which included unique accessories or design elements to differentiate their spiritual status.	The intricately designed parka of the  Qingailisaq, inspired by spiritual visions, is an example of such a garment.	1.0	True
192	laypeople	"Spears started the Christian Life as a rival magazine to the London Inquirer, becoming the voice of conservative late Biblical Unitarianism with Samuel Sharpe, till the two publications were merged in July 1929, and ran for a short time as The Inquirer and Christian Life. Another magazine, the Unitarian Herald, ran from 1861 to 1889. Mission work The Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" was founded in 1806, largely by laypeople. It gave money to congregations that needed it and employed Richard Wright as an itinerant missionary."	Spears startete das christliche Leben als Konkurrenzmagazin zum Londoner Inquirer und wurde die Stimme des konservativen späten biblischen Unitarismus mit Samuel Sharpe, bis die beiden Veröffentlichungen im Juli 1929 fusionierten und für kurze Zeit als The Inquirer and Christian Life liefen. Eine weitere Zeitschrift, der Unitarian Herald, erschien von 1861 bis 1889. Die Missionsarbeit wurde durch den Unitarian Fund 'zur Förderung des Unitarismus durch populäre Predigt' im Jahr 1806 hauptsächlich von Laien gegründet. Er unterstützte Gemeinden, die Geld benötigten, und beschäftigte Richard Wright als wandernden Missionar.	M	4	Spears started the Christian Life as a rival magazine to the London Inquirer, becoming the voice of conservative late Biblical Unitarianism with Samuel Sharpe, till the two publications were merged in July 1929, and ran for a short time as The Inquirer and Christian Life. Another magazine, the Unitarian Herald, ran from 1861 to 1889.	2.0	"Mission work The Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" was founded in 1806, largely by laypeople."	It gave money to congregations that needed it and employed Richard Wright as an itinerant missionary.	1.0	True
195	intermediaries	The Maharaja of Mysore, Krishnaraja Wadiyar III, took advise from British lawyers and filed a suit against HEIC in British courts, and the matter reached Queen Victoria's Privy Council. In 1858, following the Indian Mutiny, the HEIC was abolished, and the British government took over the administration of India. The Mutiny had taught the British that local aristocracy could be valuable intermediaries and bulwarks for their rule. The Maharaja's case, which continued in the privy council, was now viewed more leniently.	Der Maharaja von Mysore, Krishnaraja Wadiyar III, holte sich Ratschläge von britischen Anwälten und reichte eine Klage gegen die HEIC vor britischen Gerichten ein, und die Angelegenheit gelangte vor den Privy Council der Queen Victoria. Im Jahr 1858 wurde die HEIC nach dem indischen Aufstand abgeschafft und die britische Regierung übernahm die Verwaltung Indiens. Der Aufstand hatte den Briten gelehrt, dass die lokale Aristokratie wertvolle Mittler und Bollwerke für ihre Herrschaft sein könnten. Der Fall des Maharajas, der weiterhin vor dem Privy Council verhandelt wurde, wurde nun milder betrachtet.	M	4	The Maharaja of Mysore, Krishnaraja Wadiyar III, took advise from British lawyers and filed a suit against HEIC in British courts, and the matter reached Queen Victoria's Privy Council. In 1858, following the Indian Mutiny, the HEIC was abolished, and the British government took over the administration of India.	2.0	The Mutiny had taught the British that local aristocracy could be valuable intermediaries and bulwarks for their rule.	The Maharaja's case, which continued in the privy council, was now viewed more leniently.	1.0	True
196	intermediaries	Guatemala – Odebrecht's operations in the country took place between 2013 and 2015, with estimated expenses of US$18 million in bribes. Guatemalan Attorney General Thelma Aldana said she would seek the collaboration of the United States Department of Justice and the Attorney General of Brazil to investigate the payment of bribes to the country's civil servants during the term of former president Otto Pérez Molina, arrested in 2015, accused of pocketing more than 50 percent of all customs revenue in the country. Mexico – Between 2010 and 2014, the Brazilian contractor paid a total of US$10.5 million to intermediaries in the country. The payment was confirmed by Odebrecht executives in testimony given in exchange for a sentence reduction from the US Department of Justice.	Guatemala – Odebrecht's Operationen im Land fanden zwischen 2013 und 2015 statt und beliefen sich auf geschätzte Ausgaben von 18 Millionen US-Dollar an Bestechungsgeldern. Die guatemaltekische Generalstaatsanwältin Thelma Aldana erklärte, sie werde die Zusammenarbeit des US-Justizministeriums und des Generalstaatsanwalts von Brasilien suchen, um die Zahlung von Bestechungsgeldern an die Beamten des Landes während der Amtszeit des ehemaligen Präsidenten Otto Pérez Molina zu untersuchen. Pérez Molina wurde 2015 verhaftet und beschuldigt, mehr als 50 Prozent der gesamten Zolleinnahmen des Landes eingesteckt zu haben.   Mexiko – Zwischen 2010 und 2014 zahlte der brasilianische Auftragnehmer insgesamt 10,5 Millionen US-Dollar an Zwischenhändler im Land. Die Zahlung wurde von Odebrecht-Exekutiven in Aussagen bestätigt, die im Austausch für eine Strafminderung durch das US-Justizministerium gegeben wurden.	M	4	Guatemala – Odebrecht's operations in the country took place between 2013 and 2015, with estimated expenses of US$18 million in bribes. Guatemalan Attorney General Thelma Aldana said she would seek the collaboration of the United States Department of Justice and the Attorney General of Brazil to investigate the payment of bribes to the country's civil servants during the term of former president Otto Pérez Molina, arrested in 2015, accused of pocketing more than 50 percent of all customs revenue in the country.	2.0	Mexico – Between 2010 and 2014, the Brazilian contractor paid a total of US$10.5 million to intermediaries in the country.	The payment was confirmed by Odebrecht executives in testimony given in exchange for a sentence reduction from the US Department of Justice.	1.0	True
197	intermediaries	He issued a proclamation against the “Jewish-Communist clique”, calling for freedom, independence, and respect for human rights. Convinced that a new world war would soon break out between the Americans and the Soviets (Vin americanii! ), Dabija reached out in May 1948 to the United States authorities through several intermediaries, offering help with military actions to liberate Romania, only to be rebuffed. He developed a plan aiming at an armed insurrection in 1949, when the US–Soviet war was expected to begin.	"Er erließ eine Proklamation gegen die ""jüdisch-kommunistische Clique"", in der er Freiheit, Unabhängigkeit und Respekt für Menschenrechte forderte. Überzeugt davon, dass bald ein neuer Weltkrieg zwischen den Amerikanern und den Sowjets ausbrechen würde (Vin americanii!), suchte Dabija im Mai 1948 über mehrere Vermittler Kontakt zu den US-Behörden, um Hilfe bei militärischen Aktionen zur Befreiung Rumäniens anzubieten, wurde jedoch abgewiesen. Er entwickelte einen Plan, der auf einen bewaffneten Aufstand im Jahr 1949 abzielte, als der US-Sowjet-Krieg erwartet wurde."	M	3						False
201	operators	"In the event of erroneous Angle of Attack (AOA) input, the pitch trim system can trim the stabilizer nose down in increments lasting up to 10 seconds."" The FAA had removed reference to MCAS from its draft EAD. November 10, Boeing referred publicly for the first time to the MCAS by name in a Multi Operator Message to operators. The MCAS control law, a few lines of software code in the , could autonomously command nosedives, when even a single sensor failure resulted in bad data; MCAS was omitted from aircraft manuals and training, therefore flight crews had no knowledge of its existence or functioning until Boeing published a bulletin on November 6."	Im Falle einer fehlerhaften Anstellwinkel (AOA) Eingabe kann das Trimmungssystem die Nase des Stabilisators in Abstufungen von bis zu 10 Sekunden nach unten trimmen. Die FAA hatte in ihrem Entwurf zur EAD keinen Bezug auf das MCAS entfernt. Am 10. November nannte Boeing erstmals öffentlich das MCAS bei seinem Multi Operator Message an Betreiber. Das MCAS Steuergesetz, ein paar Zeilen Softwarecode im , konnte eigenständig Sturzflüge befehlen, wenn selbst ein einzelner Sensorfehler zu fehlerhaften Daten führte; das MCAS wurde aus Flugzeughandbüchern und Schulungen weggelassen, daher hatten Flugzeugbesatzungen keine Kenntnis von seiner Existenz oder Funktionsweise, bis Boeing am 6. November eine Bekanntmachung veröffentlichte.	M	4	"In the event of erroneous Angle of Attack (AOA) input, the pitch trim system can trim the stabilizer nose down in increments lasting up to 10 seconds."" The FAA had removed reference to MCAS from its draft EAD."	2.0	November 10, Boeing referred publicly for the first time to the MCAS by name in a Multi Operator Message to operators.	The MCAS control law, a few lines of software code in the , could autonomously command nosedives, when even a single sensor failure resulted in bad data; MCAS was omitted from aircraft manuals and training, therefore flight crews had no knowledge of its existence or functioning until Boeing published a bulletin on November 6.	1.0	True
202	operators	"The framework of safety duties in the Act seeks to give practical effect to the so-called ""chain of responsibility"" concept in the rail safety sector. That concept seeks to identify the parties who are in a sufficient position of control over risks, in this case to safety, and to allocate responsibility by law accordingly. Accreditation scheme  Two key parties responsible for the direct operation of railways in Victoria, rail infrastructure managers and rolling stock operators, are not permitted to operate under the Act unless they are granted accreditation by the regulator. The purpose of accreditation is to attest to an operator's competence and capacity to manage the risks to safety associated with their rail operations."	"Der Rahmen der Sicherheitspflichten im Gesetz soll den sogenannten ""Kettenverantwortung"" -Konzept im Bereich der Bahnsicherheit praktisch umsetzen. Dieses Konzept versucht, die Parteien zu identifizieren, die sich in einer ausreichenden Kontrollposition über Risiken befinden, in diesem Fall die Sicherheit, und die Verantwortung entsprechend dem Gesetz zuzuweisen. Akkreditierungsschema. Zwei Schlüsselparteien, die für den direkten Betrieb von Bahnen in Victoria verantwortlich sind, die Schieneninfrastrukturmanager und die Betreiber von rollendem Material, dürfen gemäß dem Gesetz nicht tätig sein, es sei denn, sie erhalten die Akkreditierung durch die Aufsichtsbehörde. Der Zweck der Akkreditierung besteht darin, die Kompetenz und die Fähigkeit eines Betreibers zur Bewältigung der mit seinen Bahnbetriebsrisiken verbundenen Sicherheitsrisiken zu bestätigen."	M	5						False
204	operators	The Squalus rescue  Momsen, already famous for the invention of his Momsen lung, achieved even more fame for directing the rescue and recovery of the 33 crewmen of the submarine Squalus, which sank in May 1939 in  of water off the Isles of Shoals, New Hampshire. Working from the submarine rescue ship USS Falcon (ASR-2), Momsen instructed the team of deep-sea divers as they dived to the submarine and attached cables to the rescue chamber. He also supervised rescue chamber operators  as it made four dives to bring the submariners to the surface and a fifth to check the flooded aft section for survivors. The fourth dive was marred by a cable jam, and the chamber had to be hauled to the surface by hand over hand pulling by all on board.	Die Rettung der Squalus  Momsen, bereits berühmt für die Erfindung seiner Momsen-Lunge, erlangte noch größere Berühmtheit durch die Leitung der Rettung und Bergung der 33 Besatzungsmitglieder des U-Boots Squalus, das im Mai 1939 in der Nähe der Isles of Shoals, New Hampshire, gesunken war. Von dem U-Boot-Rettungsschiff USS Falcon (ASR-2) aus instruierte Momsen das Team von Tiefseetauchern, während diese zum U-Boot tauchten und Kabel an die Rettungskammer anschlossen. Er überwachte auch die Rettungskammer-Bedienungen, als sie vier Tauchgänge unternahm, um die U-Boot-Besatzungsmitglieder an die Oberfläche zu bringen, und einen fünften Tauchgang, um den überfluteten Heckbereich nach Überlebenden zu überprüfen. Der vierte Tauchgang wurde durch eine Kabelblockade beeinträchtigt, und die Kammer musste von allen an Bord per Hand an die Oberfläche gezogen werden.	Neutral	4	The Squalus rescue  Momsen, already famous for the invention of his Momsen lung, achieved even more fame for directing the rescue and recovery of the 33 crewmen of the submarine Squalus, which sank in May 1939 in  of water off the Isles of Shoals, New Hampshire. Working from the submarine rescue ship USS Falcon (ASR-2), Momsen instructed the team of deep-sea divers as they dived to the submarine and attached cables to the rescue chamber.	2.0	He also supervised rescue chamber operators  as it made four dives to bring the submariners to the surface and a fifth to check the flooded aft section for survivors.	The fourth dive was marred by a cable jam, and the chamber had to be hauled to the surface by hand over hand pulling by all on board.	1.0	True
206	hosts	Each episode features teams of two building Lego projects from a vast array of bricks and parts to meet both creative and practical goals set by the challenge for a particular episode. The show is hosted and executive produced by Will Arnett, with Lego Group creative designers Amy Corbett and Jamie Berard serving as the show's judges. Various guest stars have also served as hosts and judges. On December 3, 2021, the series was renewed for a third season set to premiere in 2022.	Jede Episode zeigt Teams von zwei Personen, die Lego-Projekte aus einer Vielzahl von Steinen und Teilen bauen, um sowohl kreative als auch praktische Ziele zu erreichen, die von der Herausforderung für eine bestimmte Episode festgelegt wurden. Die Show wird von Will Arnett moderiert und produziert, mit den Lego-Gruppendesignern Amy Corbett und Jamie Berard als Juroren. Verschiedene Gaststars haben auch als Moderatoren und Juroren gedient. Am 3. Dezember 2021 wurde die Serie für eine dritte Staffel erneuert, die 2022 Premiere feiern wird.	M	4	Each episode features teams of two building Lego projects from a vast array of bricks and parts to meet both creative and practical goals set by the challenge for a particular episode. The show is hosted and executive produced by Will Arnett, with Lego Group creative designers Amy Corbett and Jamie Berard serving as the show's judges.	2.0	Various guest stars have also served as hosts and judges.	On December 3, 2021, the series was renewed for a third season set to premiere in 2022.	1.0	True
209	hosts	He is currently co-host of SBS World News on Special Broadcasting Service (SBS). Career Enus presented SBS World News Australia late edition, which aired on weeknights at 9.30pm until December 2007. Due to the departure of both Mary Kostakidis and Stan Grant as co-hosts of SBS World News Australia, Enus was appointed co-host of the bulletin on 17 December 2007. Enus has been a news presenter and journalist for over 25 years.	Er ist derzeit Co-Moderator der SBS World News beim Special Broadcasting Service (SBS). Karriere Enus moderierte die späte Ausgabe der SBS World News Australia, die an Werktagen um 21.30 Uhr ausgestrahlt wurde, bis Dezember 2007. Aufgrund der Abreise von Mary Kostakidis und Stan Grant als Co-Moderatoren von SBS World News Australia wurde Enus am 17. Dezember 2007 zum Co-Moderator des Bulletins ernannt. Enus ist seit über 25 Jahren Nachrichtensprecher und Journalist.	M	4	He is currently co-host of SBS World News on Special Broadcasting Service (SBS). Career Enus presented SBS World News Australia late edition, which aired on weeknights at 9.30pm until December 2007.	2.0	Due to the departure of both Mary Kostakidis and Stan Grant as co-hosts of SBS World News Australia, Enus was appointed co-host of the bulletin on 17 December 2007.	Enus has been a news presenter and journalist for over 25 years.	1.0	True
210	participants	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies. The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process. Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	Der Vorstand sollte ein Budget genehmigen und Richtlinien für die Ressourcenzuweisung festlegen, die den strategischen Prioritäten entsprechen. Vorstände sollten eine offene Kommunikation mit den Hochschulangehörigen sicherstellen. Der Verwaltungsrat sollte ein Bekenntnis zur Verantwortlichkeit und Transparenz zeigen und das Verhalten verkörpern, das er von anderen Teilnehmern im Governance-Prozess erwartet. Verwaltungsräte tragen die letztendliche Verantwortung für die Bestellung und Beurteilung der Leistung des Präsidenten.	M	4	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies.	2.0	The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process.	Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	1.0	True
212	participants	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others. To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people. The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	Dies legt nahe, dass die Zuschreibung von sozialem Wert an Menschen und Dinge auf einem ähnlichen grundlegenden neuronalen Mechanismus beruht, anstatt auf spezialisierten neuronalen Schaltkreisen. Eine weitere Forschungsrichtung untersucht, wie das Gehirn die dynamische soziale Struktur verfolgt, während Menschen mit anderen interagieren. Um dies zu untersuchen, hat Schillers Team ein soziales Spiel entwickelt, bei dem die Teilnehmer in eine imaginäre Stadt kommen und durch Interaktion mit den Bewohnern einen Job und einen Wohnort finden müssen. Die Studie ergab, dass der Standort jeder Figur im Verhältnis zum Teilnehmer in jeder Interaktion durch Polarkoordinaten in einem zweidimensionalen Achsensystem von Macht und Bindung beschrieben werden konnte und dass diese Koordinaten während des Spiels im Hippocampus und im hinteren cingulären Kortex encodiert waren.	M	4	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others.	2.0	To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people.	The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	1.0	True
214	participants	"The Trinidad and Tobago Carnival is an annual event held on the Monday and Tuesday before Ash Wednesday in Trinidad and Tobago. The event is well known for participants' colorful costumes and exuberant celebrations. There are numerous cultural events such as ""band launch fetes"" running in the lead up to the street parade on Carnival Monday and Tuesday."	"Der Trinidad und Tobago Karneval ist eine jährliche Veranstaltung, die am Montag und Dienstag vor dem Aschermittwoch in Trinidad und Tobago stattfindet. Die Veranstaltung ist bekannt für die bunten Kostüme der Teilnehmer und die ausgelassenen Feierlichkeiten. Es gibt zahlreiche kulturelle Veranstaltungen wie ""Band Launch Feten"", die im Vorfeld der Straßenparade am Karnevals-Montag und -Dienstag stattfinden."	M	3						False
215	lawyers	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits. The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day. Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	Früher wurde es nur unter bestimmten Bedingungen gewährt. Innerhalb der ersten zwei Jahre nach Verabschiedung dieses Gesetzes nahmen die Khul'-Klagen vor Gericht exponentiell zu. Das Gesetz muss jedoch noch vom Parlament genehmigt werden und wird bis heute von vielen Anwälten verurteilt. Nigeria Khul' ist die häufigste Form der Scheidung im Norden Nigerias.	M	4	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits.	2.0	The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day.	Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	1.0	True
